annotation_order,item_id,subject,source,A_semantic_fidelity,A_answer_preservation,A_tunisian_authenticity,A_msa_moroccan_interference,A_orthographic_naturalness,A_cultural_validity,A_verdict,A_origin,A_corrected_derja,B_semantic_fidelity,B_answer_preservation,B_tunisian_authenticity,B_msa_moroccan_interference,B_orthographic_naturalness,B_cultural_validity,B_verdict,B_origin,final_verdict,final_origin,adjudicated
178,law::247,law,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,"ينجّم يتجاب المتهم المعتقل للجلسة بلا استدعاء مسبق ويصدر حكم حضوري في حقو:|||1. في قضايا المخالفات
2. في قضايا الجنايات
3. في قضايا الجنح
4. كل الأجوبة صحيحة",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
179,driving_test::507,driving_test,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"تتمسح النقاط من سجل السوفار بعد:|||1. مرور عام
2. مرور ستة أشهر
3. مرور عام بلا ما يعمل مخالفات متاع الطريق
4. مرور عامين بلا ما يعمل مخالفات متاع الطريق",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
180,arabic_language_(grammar)::192,arabic_language_(grammar),arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"اختار الفعل اللي عندو الضمير المناسب اللي تنجّم تحطو في بلاصة [فراغ] في الجملة التالية:
فوقاش [فراغ] يا علي؟|||1. ترقد
2. تلاقيتي
3. شفتو
4. تحبو
5. يقراو",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
181,professional_law::121,professional_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"تحت سلطة قانون فيدرالي متاع الحقوق الانتخابية، رسمت بعض الولايات دوائر الكونغريس بطريقة تزيد في احتمال انتخاب ناس من مجموعات عرقية أقلية محرومة تاريخيا. المحكمة العليا الأمريكية صرحت اللي الدوائر هاذي غير دستورية، باعتبارها تلاعب عرقي غير مناسب. وكرد على القرار هذا، عمل الكونغريس قانون جديد يمنع صراحة المحكمة العليا من النظر في القضايا المستقبلية اللي تتحدى دستورية الإجراءات المتخذة تحت سلطة قانون الحقوق الانتخابية الفيدرالي. شنوّة هي أقوى حجة لدستورية القانون الجديد اللي يحد من الاختصاص الاستئنافي للمحكمة العليا؟|||1. المادة الثالثة من الدستور تقول بوضوح اللي الاختصاص الاستئنافي متاع المحكمة العليا خاضع للاستثناءات والتنظيمات اللي يعملهم الكونغريس.
2. مبدأ الفصل بين السلطات في الدستور يخوّل للكونغريس باش يعمل قوانين تحد من تأثير قرارات المحكمة العليا اللي تتدخل في ممارسة السلطات المفوضة للسلطة التشريعية.
3. إنشاء وتقسيم دوائر الكونغريس يأثر مباشرة على التجارة بين الولايات، والدستور يخوّل للكونغريس استخدام سلطتو الكاملة على التجارة هاذي لأي غرض يعتقد اللي باش يعزز الرفاهية العامة.
4. التعديل الخامس عشر يخوّل للكونغريس تنفيذ أحكام الحقوق الانتخابية من خلال التشريعات المناسبة، والكونغريس ينجّم يقرر بشكل معقول اللي القيد هذا على الاختصاص الاستئنافي للمحكمة العليا وسيلة مناسبة لتحقيق الهدف هذا.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
182,social_science::824,social_science,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,......... هو تحويل النفايات لموارد جديدة مفيدة، وهذا بفرزها وإعادة تصنيعها واستخدامها مرة أخرى.,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
183,social_science::885,social_science,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,من الحيوانات اللي تتزاد بالولادة:,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
184,civics::246,civics,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
185,islamic_studies::2042,islamic_studies,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
186,professional_law::731,professional_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"البوليس تبعث على خاطر كان عركة في الدار. المرا قالت للبوليس اللي راجلها كان يعنّف فيها ويشم الكوكايين برشا. الراجل كان حاضر ونكر الشي هذا. طلب البوليس الإذن باش يفتشوا الدار على المخدرات، والمرا وافقت. أما الراجل رفض يعطي الموافقة. البوليس دخل على كل حال ولقا المخدرات في حوايج الراجل. بعد ما تشدّ بتهمة المخدرات، قدّم الراجل مطلب باش تتحيّد الأدلة على أساس اللي هو ما وافقش. شنوّة باش يكون القرار المحتمل متاع المحكمة؟|||1. التفتيش ما كانش صحيح والأدلة لازمها تتحيّد خاطر الساكن الآخر كان حاضر ورفض يعطي الموافقة على التفتيش.
2. التفتيش كان صحيح خاطر فقه القضاء يقول اللي موافقة واحد من الساكنين تلغي رفض الساكن الآخر.
3. التفتيش كان صحيح خاطر تصريح المرا خلق سبب محتمل اللي فما جريمة — والشي هذا خلق ظروف استعجالية للتفتيش.
4. التفتيش ما كانش صحيح خاطر حتى مع الموافقة، البوليس لازمو أول حاجة يحاول يجيب إذن تفتيش باش يدخل للدار.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
187,marketing::125,marketing,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,الحاجة هاذي تخدم بطريقة خوارزمية ولاّ بخليط من الخوارزميات والإدخال البشري باش تجمع وترتب وتخزن وتسترجع المعلومات في الويب (كيما صفحات الويب والصور والمعلومات وأنواع أخرى متاع الملفات)، وتخلي المعلومات متاحة للمستخدمين بطريقة مفهومة ومعقولة كجواب على طلب البحث. شنوّة تتسمى الحاجة هاذي؟,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
188,high_school_psychology::431,high_school_psychology,mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,شنوّة الجزء من الدماغ اللي كانوا يظنوا اللي عندو الدور الأهم في نظرية كانون-بارد متاع العواطف؟,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
189,general_knowledge::965,general_knowledge,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,0,1,FIXABLE,TRANSLATION,OK,,True
190,social_science::535,social_science,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"استعمال الإبريق باش نسقيوا المزروعات.|||1. يعجبني
2. ما يعجبنيش",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
191,high_school_geography::43,high_school_geography,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"شنوّة هي الجملة اللي ما توصفش بالصحيح الثورة الخضراء من الجمل هاذي؟|||1. بدّلت طرق الفلاحة اللي كانوا خدّامين بيها قرون.
2. كانت محاولة باش تتعطى ماكلة للعدد المتزايد متاع الناس.
3. ركزت على زيادة محصول الرز والقمح والذرة.
4. حسّنت برشا محصول المزروعات في إفريقيا جنوب الصحراء.",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
192,physics::107,physics,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"وحدة من هاذي ما تعتمدش عليها محاثة الملف الحلزوني:|||1. طول الملف
2. عدد اللفات
3. مساحة المقطع
4. شدة التيار اللي يدوز فيه",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
193,high_school_psychology::514,high_school_psychology,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"شنوّة من الأجوبة هاذي يلخص أحسن رأي كارل روجرز في الشخصية؟|||1. صفات الشخصية كيما الكبت والانبساط والضمير يبقاوا ثابتين مع الوقت.
2. صفات الشخصية عند الناس غالبا إيجابية وموجهة للأهداف.
3. الشخصية تتكون أساسا من التوقعات السلوكية.
4. شخصيات الأفراد يختلفوا حسب الفروق في الصفات والمشاعر وطريقة التفكير.",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
194,public_relations::17,public_relations,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,اناهي صفة من الصفات هاذي موش مذكورة كحاجة لازمك تشوفها كي تختار زعيم رأي لحملة علاقات عامة؟,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
195,professional_psychology::448,professional_psychology,mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"العلاج العائلي موش مناسب في اناهي حالة من الحالات هاذي؟|||1. المشكل الموجود هو نزاع زوجي طويل المدى.
2. أفراد العايلة يلوّحوا مشاكلهم على واحد منهم.
3. واحد من أفراد العايلة عندو اكتئاب حاد.
4. واحد من أفراد العايلة عندو فقدان الشهية ولاّ الشره المرضي.",1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
196,arabic_language::408,arabic_language,arabic_mmlu,0,1,1,1,0,1,FIXABLE,TRANSLATION,"""الكرامُ معروفٌ فضلُهم"" — أعرب كلمة ""فضل"": ...........|||1. فاعل مرفوع
2. مفعول به منصوب
3. نائب فاعل مرفوع
4. نعت مرفوع",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
197,political_science::44,political_science,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,......... ينظروا للبشر على أساس اللي هوما ناقصين اجتماعيا، خاطرهم مخلوقات تابعة وقاصرة سيكولوجيا.,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
198,accounting::16,accounting,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"قاعدة محاسبية تقول اللي القوائم المالية لازمها تشمل كافة المعلومات الضرورية باش تعطي للناس اللي يستعملوا القوائم هاذي صورة صحيحة وواضحة على نتيجة أعمال الشركة وحالتها المالية:|||1. الأهمية النسبية
2. الإفصاح الكامل
3. التكلفة
4. حتى وحدة من هاذي",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
199,geography::1295,geography,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"القوة اللي تتحدث كي تكون قيم الضغط الجوي موش متساوية بين منطقتين متجاورتين:|||1. قوة تحدر الضغط
2. قوة كوريوليس
3. قوة الاحتكاك
4. قوة الجاذبية",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
200,social_science::279,social_science,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
201,economics::168,economics,arabic_mmlu,1,1,0,1,1,1,FIXABLE,TRANSLATION,وحدة من هاذي موش من أسس قانون الضمان الاجتماعي:,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
202,computer_science::247,computer_science,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"من الأهداف متاع الذكاء الاصطناعي اللي يحكي عليها باللي باش ينجموا يعملوا أنظمة يقلدوا طريقة التفكير والتعلم والتصرف متاع بن آدم:|||1. إنشاء أنظمة خبيرة تظهر تصرف ذكي
2. برمجة الآلات باش يعالجوا المعلومات بشكل متوازي
3. تطبيق الذكاء الإنساني في الآلة
4. تقديم النصيحة لمستعملي الأنظمة الخبيرة",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
203,islamic_studies::1819,islamic_studies,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
204,political_science::125,political_science,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,اكتسب النظام الدولي صفة العالمية بدخول الولايات المتحدة واليابان لساحة التأثير الدولي، وهذا من:,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
205,professional_psychology::111,professional_psychology,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"توصلك تاليفونة من السيدة وانغ اللي مقلقة برشا خاطر بنتها اللي عندها 14 سنة شافت صاحبتها تتضرب هاذي 3 أيام وهي مخلوعة. البنت ما عادتش ترقد، ما عادتش تحب تاكل، وما تنجّمش تحبس البكاء. عندك تجربة قليلة في الخدمة مع المراهقين وفي تقديم خدمات التدخل في الأزمات. أما ما فماش حد في المنطقة عندو تجربة أكثر منك. كطبيب نفساني ملتزم بالأخلاقيات، باش:|||1. توافق باش تشوف بنت السيدة وانغ في العلاج خاطر عندك شوية تجربة في تقديم خدمات التدخل في الأزمات.
2. تخبر السيدة وانغ بقلة تجربتك وتخليها تقرر شكون تحب يداوي بنتها.
3. تخبر السيدة وانغ اللي ما تنجّمش تشوف بنتها بسبب قلة تجربتك.
4. تشوف بنت السيدة وانغ في العلاج كان حتى تفوت الأزمة ولاّ حتى تتلقى خدمات بديلة.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
206,accounting::21,accounting,arabic_mmlu,0,1,0,0,1,1,FIXABLE,TRANSLATION,"كشف يتعدّ باش يتحقق من صحة تسجيل العمليات وترحيلها وترصيدها، ويعتبر مقدمة أساسية لإعداد القوائم المالية:|||1. دفتر اليومية
2. دفتر الأستاذ
3. ميزان المراجعة
4. حتى وحدة من هاذي",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
207,human_aging::221,human_aging,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"النظريات:|||1. موش مهمين برشا في بحوث الشيخوخة
2. يحاولوا يفسروا النتائج ويوجهوا البحوث المستقبلية
3. ما تجربوش مليح حتى لتوّا
4. موجودين برشا أما غير توّا بداو يجربوا فيهم",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
208,jurisprudence::76,jurisprudence,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"المقولة المشهورة متاع ماين اللي تقول ""حركة المجتمعات المتقدمة كانت حتى توّا حركة من المكانة للعقد"" غالبا ما تتفهم غالط. كيفاش؟|||1. تتفسر غالط على أنها تنبؤ.
2. مفهومو للمكانة يتفهم بشكل خاطئ.
3. تتاخذ حرفيا.
4. فكرتو تتعتبر ما تتطبقش على الأنظمة القانونية الغربية.",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
209,social_science::262,social_science,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,أول دولة في العالم الإسلامي في إنتاج المطاط هي:,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
210,arabic_language::176,arabic_language,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
211,marketing::6,marketing,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,كي تكون برشا شركات تفلّس وبرشا ناس عاطلين على الخدمة، يتقال اللي الدورة الاقتصادية في اناهي مرحلة من المراحل هاذي؟,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
212,world_religions::110,world_religions,mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,شنوّة هي مدرسة البوذية اللي تعلّم اللي الأمل الوحيد للخلاص هو في نعمة أميدا؟,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
213,islamic_studies::680,islamic_studies,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,شنوّة هو حكم النون المشددة في كلمة (جانّ)؟,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
214,arabic_language::624,arabic_language,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
215,arabic_language::27,arabic_language,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"جمع كلمة مهندس هو مهندسات.|||1. صحيح
2. غالط، الصحيح مهندسين",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
216,islamic_studies::548,islamic_studies,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,"قدّاش من سورة من سور القرآن تبدا بالاستفهام؟|||1. 3 سور
2. 4 سور
3. 5 سور
4. 6 سور",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
217,global_facts::55,global_facts,mmlu,0,1,0,1,1,1,FIXABLE,TRANSLATION,حتى لعام 2019، قدّاش النسبة متاع الناس في العالم اللي يعيشوا في الفقر المطلق (أقل من 1.90 دولار في اليوم)؟,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
218,social_science::817,social_science,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,ناكلوا ساق نبتة الزيتونة.,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
219,geography::752,geography,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,من التيارات البحرية الباردة تيار:,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
220,public_relations::101,public_relations,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,شنوّة من الحاجات هاذي ما لازمهاش تكون في الهدف؟,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
221,high_school_european_history::162,high_school_european_history,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"السؤال هذا يتعلّق بالمعلومات التالية.
اقرا المقتطف هذا.
""ما عمرها كانت مواهب العبقرية الأعلى من أرقى نوع معطية بهالكثرة لإنسان واحد. عبقرية نابليون مدهشة. كل فروع المعرفة الإنسانية تبان كأنها مألوفة لعقلو الجبار. محادثاتو في سانت هيلانة، المتفرقة في المذكرات العديدة والضخمة متاع اللي جمعوها، مليانة باهتمام كبير. خلال المعاناة الطويلة متاع حبسو وموتو، تكلم بحرية تامة على أحداث مسيرتو المدهشة، وعلى كل مواضيع الأخلاق والسياسة والدين اللي تهم برشا رفاهية جنسنا البشري. ما فما حتى عقل ما يتقوّاش بالألفة مع الأفكار العميقة هاذي، المعبّر عليها بهذا الشعور الحماسي وقوة التعبير.""
—جون س. ك. أبوت، مؤرخ، ""نابليون في سانت هيلانة""، 1855
شنوّة من خصائص الإمبراطورية الفرنسية تحت حكم نابليون اللي يبان اللي أبوت معجب بيها برشا؟|||1. البوليس السري متاع نابليون
2. الإصلاحات الداخلية متاع نابليون
3. قمع نابليون لحقوق المرا
4. التكتيكات العسكرية متاع نابليون",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
222,geography::495,geography,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,الدولة الأكثر معرضة باش تغرق بمياه البحور والمحيطات في آخر القرن الواحد والعشرين هي:,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
223,moral_scenarios::59,moral_scenarios,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,في اناهي حالة من الزوز حالات هاذي الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | نعرف شنوّة تعاني منو كارلا في دارها مع بوها، وعلى هذا باش نتغاضى على سلوكها الخايب. الحالة 2 | قررت نشعل العافية في الفرناتشي.,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
224,moral_scenarios::374,moral_scenarios,mmlu,0,1,0,0,1,1,FIXABLE,TRANSLATION,في اناهي حالة من الزوز حالات هاذي البطل الرئيسي (اللي يستعمل أنا/متاعي) عمل حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | لقيت ظرف معمّر بالفلوس في البنكة وخذيتو. الحالة 2 | شجعت المتنمّر على العراك.,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
225,high_school_government_and_politics::104,high_school_government_and_politics,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"الفيتو على بنود معينة (line-item veto) تحكم بأنو غير دستوري خاطر:|||1. عطى سلطات تنفيذية للبرلمان
2. عطى سلطات تشريعية للبيروقراطية
3. عطى سلطات تشريعية للرئيس
4. فوّض برشا سلطات للولايات",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
226,marketing::175,marketing,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"مثال على سوق مقسّم هو:|||1. فيليبس تسوّق منتوجها لسكان الاتحاد الأوروبي الكل بمزيج تسويقي واحد مبني على فكرة ""الحس والحساسية"".
2. المستهلكين أصحاب الدخل العالي والمنخفض يتعاملوا معاهم بنفس الطريقة في ماركس أند سبنسر (M&S).
3. مشتل يشوف سكان المناطق الحضرية والريفية كسوق واحدة محتاجة للشجر.
4. هوندا تفرّق حرفاءها المحتملين لمشتريي السيارات الاقتصادية ومشتريي السيارات الفاخرة.",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
227,sociology::3,sociology,mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
228,public_relations::61,public_relations,mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
229,sociology::126,sociology,mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"ماركس (1844) قال اللي الرأسمالية خلات العمال مغتربين على:|||1. المنتوج اللي يصنعوه
2. عملية الإنتاج
3. بعضهم وعلى الإنسانية بشكل عام
4. كل اللي فات",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
230,high_school_psychology::190,high_school_psychology,mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,النقل العصبي غالبا يتوصف بأنو عملية كهروكيميائية. شنوّة من الحاجات هاذي تتعلق مباشرة بالجانب الكهربائي؟,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
231,political_science::100,political_science,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,محاولات التنظيم الدولي تطورت خلال النصف الثاني من القرن:,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
232,natural_science::72,natural_science,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,النحاس يتستخرج من واحد من المعادن هاذي:,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
233,natural_science::166,natural_science,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,أول واحد شاف النواة وسماها بالاسم هذا هو العالم:,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
234,moral_scenarios::780,moral_scenarios,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,في اناهي حالة من الزوز حالات هاذي الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | كبّيت باقي الشراب متاعي في المغسل متاع الكوجينة. الحالة 2 | قمت مع التسعة متاع الصباح اليوم بعد ما خرجوا اللي ساكنين معايا للخدمة، وشغلت الخلاط باش نعمل سموذي لروحي.,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
235,general_knowledge::7,general_knowledge,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"الحبوب والغلّة والحليب ومشتقاتو — المصادر الغذائية هاذي تحت اناهو عنصر غذائي يدخلوا؟|||1. فيتامين (د)
2. الحديد
3. الكالسيوم
4. الكربوهيدرات",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
236,biology::0,biology,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,حركة السيتوبلازم في خلايا نبتة الإيلوديا ترجع لحركة البلاستيدات الخضراء، بينما حركة البلاستيدات الخضراء في خلايا نبتة الفول ترجع لحركة السيتوبلازم.,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
237,management_ar::12,management_ar,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"اختار الجواب الصحيح بنعم ولاّ لا من اللي جاي:
ما ثماش فروق كبيرة بين القرارات الفردية والقرارات الجماعية.",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
238,social_science::610,social_science,arabic_mmlu,1,1,0,1,0,1,FIXABLE,TRANSLATION,مدينة القدس موجودة في وسط فلسطين.,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
239,civics::223,civics,arabic_mmlu,0,1,0,1,1,1,FIXABLE,TRANSLATION,وحدة من هاذي من صلاحيات السلطة القضائية:,1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
240,islamic_studies::1133,islamic_studies,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,معنى الصبر في قولو تعالى (وتواصوا بالصبر):,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
241,driving_test::608,driving_test,arabic_mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,كي نرفعوا الكرهبة بالكريك، يلزمنا نحطوا حجرة وراء العجلة اللي في الجيهة الأخرى متاع الرفع.,1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
242,jurisprudence::90,jurisprudence,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"كيفاش جاوب نوزيك على النقد الموجه لنظرية الاستحقاق التاريخي متاعو، اللي يقول إذا كان توزيع الخيرات في المجتمع موش عادل، اللي في القاع ديما يخسروا؟|||1. ينجّم يتصلح بإعادة توزيع الثروة.
2. إذا كانت ممتلكات كل واحد عادلة، إذن التوزيع الكلي للممتلكات عادل.
3. العوامل التاريخية ثانوية بالنسبة للضروريات الأخلاقية.
4. ما عندوش جواب.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
243,general_knowledge::883,general_knowledge,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,الأداة اللي تتستعمل في تنظيف الأرض هي: ...........,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
244,nutrition::228,nutrition,mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,"شنوّة من الوظايف هاذي موش متاع فيتامين أ؟|||1. تركيب البروتينات متاع تخثر الدم
2. تنشيط مستقبلات فيتامين د
3. تنشيط مستقبلات هرمون الغدة الدرقية
4. تنظيم التعبير الجيني وتمايز الخلايا",1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
245,nutrition::20,nutrition,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"الدراسات الوبائية بالملاحظة عطات نتائج مفيدة في تحديد التأثيرات الصحية متاع برشا ملوثات غذائية، أما موش لتقييم الخطر، على خاطر:|||1. ما تنجّم أبدا تعرف شنوّة التأثيرات اللي شفتها سببها الملوث
2. تعرّض البنادم من خلال الماكلة عادة أقل بياسر من التعرضات اللي تدرست
3. الدراسات بالملاحظة على الحيوانات تعطي معلومات أكثر موثوقية
4. البيانات الموثوقة متاع العلاقة بين الجرعة والاستجابة صعيب الحصول عليها وغالبا ما تكونش متوفرة",1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
246,law::80,law,arabic_mmlu,1,1,0,0,1,0,DISCARD,SOURCE,,1,1,1,1,1,1,OK,,DISCARD,SOURCE,True
247,professional_psychology::275,professional_psychology,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"كي يتقطع الجسم الجاسئ عند مريض يميني، غالبا المريض:|||1. ما ينجّمش يعمل مهام حركية متعلمة مليح باليد اليسرى
2. ما ينجّمش يسمي الأشياء المحطوطة في اليد اليمنى كان إذا شافهم
3. ما ينجّمش يسمي الأشياء المحطوطة في اليد اليسرى إذا ما شافهمش
4. يبان عندو نقص في الذكاء اللفظي",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
