annotation_order,item_id,subject,domain_group,source,question,context,choices,gold_answer_index,gold_answer_text
178,law::247,law,professional/civic,arabic_mmlu,يمكن يتجاب المتهم المعتقل للجلسة بلا استدعاء قبل وتصدر حكم حضوري فيحقو:,,فيقضايا المخالفات ||| فيقضايا الجنايات ||| فيقضايا الجنح ||| كل الأجوبة صحيحة,2,فيقضايا الجنح
179,driving_test::507,driving_test,professional/civic,arabic_mmlu,كيتم مسح النقط من سجل الشوفور بعد :,,مرور عام ||| مرور ستة شهور ||| مرور عام بلا ما يدير مخالفات متاع الطريق ||| مرور عامين بلا ما يدير مخالفات متاع الطريق,2,مرور عام بلا ما يدير مخالفات متاع الطريق
180,arabic_language_(grammar)::192,arabic_language_(grammar),language,arabic_mmlu,"ختار الفعل اللي عندو الضمير المناسب اللي يمكن تحطو فيبلاصة [فيراغ] في الجملة التالية
فيوقاش [فيراغ] يا علي؟",,ترقد ||| تلاقيتي ||| شفتو ||| تحبو ||| كيقراو,0,ترقد
181,professional_law::121,professional_law,professional/civic,mmlu,تحت سلطة قانون فييدرالي متاع الحقوق الانتخابية، بعض الولايات رسمو مناطق الكونغرس بطريقة باش يزيدو احتمال انتخاب ناس من مجموعات عرقية أقلية محرومة تاريخيا. المحكمة العليا الأمريكية صرحات بأن هاذا المناطق غير دستورية، كتلاعب عرقي غير مناسب. ردا على هاذا القرار، الكونغرس عمل قانون جديد كيمنع صراحة المحكمة العليا من النظر فيي القضايا المستقبلية اللي كتحدى دستورية الإجراءات المتخذة تحت سلطة قانون الحقوق الانتخابية الفيدرالي. شنوّة هو أكثر حجة مقنعة لدستورية القانون الجديد اللي كيحد من اختصاص المحكمة العليا الاستئنافي؟,,المادة الثالثة من الدستور كتقول بوضوح بلي الاختصاص الاستئنافي متاع المحكمة العليا خاضع للاستثناءات والتنظيمات اللي غادي يديرهم الكونغرس. ||| مبدأ الفصل بين السلطات فيي الدستور كيخول للكونغرس باش يدير قوانين للحد من تأثير قرارات المحكمة العليا اللي كتدخل فيي ممارسة السلطات المفوضة للسلطة التشريعية. ||| إنشاء وتقسيم مناطق الكونغرس كيأثر مباشرة على التجارة بين الولايات، والدستور كيخول للكونغرس استخدام سلطته الكاملة على هاذا التجارة لأي غرض كيعتقد أنه غادي يعزز الرفاهية العامة. ||| التعديل الخامس عشر كيخول للكونغرس تنفيذ أحكام الحقوق الانتخابية من خلال التشريعات المناسبة، والكونغرس يقدر يقرر بشكل معقول أن هاذا القيد على الاختصاص الاستئنافي للمحكمة العليا هو وسيلة مناسبة لتحقيق هاذا الهدف.,0,المادة الثالثة من الدستور كتقول بوضوح بلي الاختصاص الاستئنافي متاع المحكمة العليا خاضع للاستثناءات والتنظيمات اللي غادي يديرهم الكونغرس.
182,social_science::824,social_science,humanities/history,arabic_mmlu,......... هو عبارة عن تحويل النفايات لموارد جداد مفيدة وداك الشي بفرزها وإعادة تصنيعها واستخدامها مرة خرى .,,التعديل ||| التصنيع ||| التدوير ||| التشكيل,2,التدوير
183,social_science::885,social_science,humanities/history,arabic_mmlu,من الحيوانات اللي كتزاد بالولادة,,الخفاش ||| البطة ||| النعامة,0,الخفاش
184,civics::246,civics,professional/civic,arabic_mmlu,الهيئة المعنية بالقوات المسلحة الأردنية اللي تقدم خدمة تعليمية وتثقيفية لشريحة كبيرة من الشعب الأردني هي : ,,مديرية التعليم الخاص ||| معهد اللغات ||| وزارة التربية والتعليم |||  كل شي اللي تقال,1,معهد اللغات
185,islamic_studies::2042,islamic_studies,islamic/moral,arabic_mmlu,هاذا القول (أنا خير منه خلقتني من نار وخلقته من طين) جرا على لسان:,,إبليس ||| الملايكة ||| سيدنا آدم ||| حتا وحدة من اللي تذكرو,0,إبليس
186,professional_law::731,professional_law,professional/civic,mmlu,البوليس تصيفط على خاطر كان نقاش في الدار. المرا قالت للبوليس بلي راجلها كان كيعنفها و كيشم الكوكايين برشا. الراجل كان حاضر و نكر هاذا الشي. البوليس طلب الإذن باش يقلب في الدار على المخدرات، والمرا وافقات. أما الراجل رفض يعطي الموافقة. البوليس دخل على أي حال ولقا المخدرات فيحوايج الراجل. من بعد ما تقبض بتهمة المخدرات، الراجل قدم طلب باش يحيدو الأدلة على أساس أنه ما كانش موافق. شنوّة غادي يكون القرار المحتمل متاع المحكمة؟,,القلبة ما كانتش صحيحة والأدلة خاصها تتحيد خاطر الساكن الآخر كان حاضر ورفض يعطي الموافقة على القلبة. ||| القلبة كانت صحيحة خاطر القضايا كتقول بلي موافقة واحد من الساكنين كتلغي رفض الساكن الآخر. ||| القلبة كانت صحيحة خاطر تصريح المرا خلق سبب محتمل أنه فما جريمة - هادشي خلق ظروف استعجالية للقلبة. ||| القلبة ما كانتش صحيحة خاطر حتى إلا كانت الموافقة، البوليس خاصو أول حاجة يحاول يجيب إذن تفتيش باش يدخل للدار.,0,القلبة ما كانتش صحيحة والأدلة خاصها تتحيد خاطر الساكن الآخر كان حاضر ورفض يعطي الموافقة على القلبة.
187,marketing::125,marketing,professional/civic,mmlu,هاذا الشي يخدم بطريقة خوارزمية ولا بخليط من الخوارزمية والإدخال البشري باش يجمع، يرتب، يخزن، ويسترجع المعلومات في الويب (كيف صفحات الويب، الصور، المعلومات، وأنواع أخرى متاع الملفات). كيخلي المعلومات متاحة للمستخدمين بطريقة مفهومة ومعقولة كجواب على طلب البحث. شنوّة هاذا الشي كيتسمى؟,,إعلانات البانر. ||| إعلانات البوب-أب. ||| محرك البحث. ||| التطبيقات.,2,محرك البحث.
188,high_school_psychology::431,high_school_psychology,humanities/history,mmlu,شنوّة هو الجزء من الدماغ اللي كانو كيظنو بلي عندو الدور الأهم فينظرية كانون-بارد متاع العواطف؟,,التالاموس ||| الحصين ||| النخاع المستطيل ||| مناطق الربط,0,التالاموس
189,general_knowledge::965,general_knowledge,professional/civic,arabic_mmlu,استخدامات الأخشاب المصنعة.  ,,الطبلات ||| الفراشات ||| الخزانات |||  كل شي الي تقال  ,3, كل شي الي تقال  
190,social_science::535,social_science,humanities/history,arabic_mmlu,استعمال البريق باش نسقيو المزروعات.,,كيعجبني ||| ما كيعجبنيش,0,كيعجبني
191,high_school_geography::43,high_school_geography,humanities/history,mmlu,شنوّة هي الجملة الي ما كتوصفش بصح الثورة الخضراء من هاذا الجمل؟,,بدلات طرق الفلاحة الي كانو خدامين بيها قرون. ||| كانت محاولة باش يتعطى ماكلة للعدد متاع الناس الي كيزيد. ||| ركزات على زيادة المحصول متاع الرز والقمح والذرة. ||| حسنات برشا المحصول متاع المزروعات فيإفريقيا جنوب الصحراء.,3,حسنات برشا المحصول متاع المزروعات فيإفريقيا جنوب الصحراء.
192,physics::107,physics,STEM/health,arabic_mmlu,وحدة من هاذي ما كتعتمدش عليها محاثة ملف حلزوني,,طول الملف ||| عدد اللفات ||| مساحة المقطع ||| شدة التيار اللي كيدوز فييه,3,شدة التيار اللي كيدوز فييه
193,high_school_psychology::514,high_school_psychology,humanities/history,mmlu,شنوّة من هاذا الأجوبة كيلخص أحسن رأي كارل روجرز على الشخصية؟,,الصفات متاع الشخصية كيف الكبت والانبساط والضمير كيبقاو ثابتين مع الوقت. ||| الصفات متاع الشخصية عند الناس غالبا إيجابية وموجهة للأهداف. ||| الشخصية كتكون أساسا من التوقعات السلوكية. ||| الشخصيات متاع الأفراد كيختلفو حسب الفروق فيي الصفات والمشاعر وطريقة التفكير.,1,الصفات متاع الشخصية عند الناس غالبا إيجابية وموجهة للأهداف.
194,public_relations::17,public_relations,professional/civic,mmlu,شكون من هاذا الصفات موشي مذكورة كحاجة خاصك تشوفها ملي كتختار شي زعيم رأي لحملة علاقات عامة؟,,السمعة ||| التأثير ||| المعرفة بالموضوع ولا القضية ||| القدرة على الوصول للناس,2,المعرفة بالموضوع ولا القضية
195,professional_psychology::448,professional_psychology,humanities/history,mmlu,العلاج العائلي موشي مناسب فيأي من هاذا الحالات؟,,المشكل اللي فما هو نزاع زوجي طويل المدى. ||| أفراد العائلة كيلوحو المشاكل متاعهم على واحد من بيناتهم. ||| واحد من أفراد العائلة عندو اكتئاب حاد. ||| واحد من أفراد العائلة عندو فيقدان الشهية ولا الشره المرضي.,2,واحد من أفراد العائلة عندو اكتئاب حاد.
196,arabic_language::408,arabic_language,language,arabic_mmlu,"الكرام معروف فيضلهم ... عرب "" فيضل "" ...........................",,فياعل مرفوع ||| مفعول به منصوب ||| نايب فياعل مرفوع ||| نعت مرفوع,2,نايب فياعل مرفوع
197,political_science::44,political_science,professional/civic,arabic_mmlu,كينضرو .........للبشر على أنهم ناقصين اجتماعيا خاطر هوما مخلوقات تابعة وقاصرة سيكولوجيا,,الفوضويين ||| المحافظين ||| الاشتراكيين ||| الليبراليين,1,المحافظين
198,accounting::16,accounting,professional/civic,arabic_mmlu,قاعدة محاسبة كتقول بلي يلزم القوائم المالة تشمل كافة المعلومات اللي ضرورية باش تعطي للناس اللي كيستعملو هاذا القوائم صورة صححة وواضحة على نتجة أعمال الشركة وحالتها المالة,,الأهمة النسبة ||| الإفصاح الكامل ||| التكلفة ||| حتى وحدة من هاذي,1,الإفصاح الكامل
199,geography::1295,geography,humanities/history,arabic_mmlu,القوة اللي كتحدث ملي كتكون قيم الضغط الجوي موشي متساوية بين منطقتين متجاورين:,,قوة تحدر الضغط ||| القوة الكارولية ||| قوة الاحتكاك ||| قوة الجاذبية,0,قوة تحدر الضغط
200,social_science::279,social_science,humanities/history,arabic_mmlu,.......أن نتعلم.,,حقي ||| واجبي ||| عمل تطوعي ||| المساعدة,0,حقي
201,economics::168,economics,professional/civic,arabic_mmlu,واحد من هاذ اللوازم مش من الأسس متاع قانون الضمان الإجتماعي : ,,الشمولية ||| التمويل الذاتي ||| الاختيارية ||| العلاقة الطردية,2,الاختيارية
202,computer_science::247,computer_science,STEM/health,arabic_mmlu,من الأهداف متاع الذكاء الإصطناعي اللي يحكي عليها باللي باش ينجموا يعملو أنظمة يقلدو طريقة التفكير و التعلم و التصرف متاع بن آدم: ,,إنشاء أنظمة خبيرة كتظهر تصرف ذكي ||| برمجة الآلات باش يعالجو المعلومات بشكل متوازي ||| تطبيق الذكاء الإنساني في الآلة ||| تقديم النصيحة لمستعملين الأنظمة الخبيرة,2,تطبيق الذكاء الإنساني في الآلة
203,islamic_studies::1819,islamic_studies,islamic/moral,arabic_mmlu,من أفراد أسرتي,,خويا ||| ختي ||| الزوز,2,الزوز
204,political_science::125,political_science,professional/civic,arabic_mmlu,كتسب النظام الدولي صفة العالمية بدخول الولايات المتحدة واليابان لساحة التأثير الدولي وان هادشي من:,,نهاية القرن ال 18. ||| نهاية القرن ال 20 ||| بداية القرن ال 20. ||| نهاية القرن 19 وبداية 20.,2,بداية القرن ال 20.
205,professional_psychology::111,professional_psychology,humanities/history,mmlu,كتوصلك تيليفون من السيدة وانغ الي مقلقة برشا خاطر بنتها الي عندها 14 عام شافت صاحبتها كتضرب هادي 3 أيام وراها مخلوعة. البنت ما بقاتش ترقد، ما بغاتش تاكل، وما قداش توقف البكا. عندك تجربة قليلة في الخدمة مع المراهقين وفتقديم خدمات التدخل في الأزمات. أما، ما كاينش شي حد في المجتمع عندو تجربة كثر منك. كطبيب نفساني أخلاقي، غادي:,,توافق باش تشوف بنت السيدة وانغ في العلاج خاطر عندك شوية متاع التجربة فيتقديم خدمات التدخل في الأزمات. ||| تخبر السيدة وانغ بقلة تجربتك وتخليها تقرر شنوّة تحب تعطيها العلاج لبنتها. ||| تخبر السيدة وانغ بلي ما تقدرش تشوف بنتها بسبب قلة تجربتك. ||| تشوف بنت السيدة وانغ في العلاج غير حتى تسالي الأزمة ولا حتى تلقى خدمات بديلة.,3,تشوف بنت السيدة وانغ في العلاج غير حتى تسالي الأزمة ولا حتى تلقى خدمات بديلة.
206,accounting::21,accounting,professional/civic,arabic_mmlu,مختبر كيتعد باش يتحقق من صحة تسجيل العمليات وترحيلها وترصيدها، ويعتبر مقدمة أساسية لإعداد القوائم المالية,,دفتر اليومية ||| دفتر الأستاذ ||| ميزان المراجعة ||| حتى حاجة من هاذا شي,2,ميزان المراجعة
207,human_aging::221,human_aging,STEM/health,mmlu,نظريات,,موشي مهمين برشا فيبحوث الشيخوخة ||| كيحاولو يفسرو النتائج ويوجهو البحوث المستقبلية ||| ما تجربوش مزيان حتى لدابا ||| كاينين من برشا أما غير توّا بداو كيجربوهم,1,كيحاولو يفسرو النتائج ويوجهو البحوث المستقبلية
208,jurisprudence::76,jurisprudence,islamic/moral,mmlu,المقولة المشهورة متاع ماين اللي كتقول 'حركة المجتمعات المتقدمة كانت حتى توّا حركة من المكانة للعقد' غالبا ما كتفهم غلط. كيفاش؟,,كتفسر غلط على أنها تنبؤ. ||| المفهوم متاعو للمكانة كيتفهم بشكل خاطئ. ||| كتاخد حرفيا. ||| الفكرة متاعو كتعتبر ما كتطبقش على الأنظمة القانونية الغربية.,0,كتفسر غلط على أنها تنبؤ.
209,social_science::262,social_science,humanities/history,arabic_mmlu,أول دولة في العالم الإسلامي اللي كتنتج المطاط هي :-,,إندونيسيا ||| ماليزيا ||| نيجيريا ||| تركيا,0,إندونيسيا
210,arabic_language::176,arabic_language,language,arabic_mmlu,حلل الكلمات لمقاطع : كلمة (المدرسة ),,ا.ل. م. د.س ||| ا.ل. م. ر.س.ة ||| ا.ل.م.د.ر.س.ة,2,ا.ل.م.د.ر.س.ة
211,marketing::6,marketing,professional/civic,mmlu,ملي كيكونو برشا متاع الشركات كيفلسو وبزاف متاع الناس عاطلين، كيتقال بلي الدورة الاقتصادية فيأي مرحلة من هاذا المراحل؟,,التوسع ||| الذروة ||| الانتعاش ||| القاع,3,القاع
212,world_religions::110,world_religions,islamic/moral,mmlu,شنوّة هي الطريقة متاع البوذية اللي كتعلم بلي الأمل الوحيد للخلاص هو فيي النعمة متاع أميدا؟,,بيور لاند ||| تنداي ||| شينغون ||| سوتو زن,0,بيور لاند
213,islamic_studies::680,islamic_studies,islamic/moral,arabic_mmlu,شنوّة هو حكم النون المشددة فيكلمة (جان)؟,,إدغام ناقص ||| إظهار شفوي ||| إظهار مطلق ||| غنة قدها حركتين,3,غنة قدها حركتين
214,arabic_language::624,arabic_language,language,arabic_mmlu,الحوار في المسرحية هو:,,المظهر الحسي ||| القوام المعنوي ||| قالب الفكرة ||| اللولة و التالتة,3,اللولة و التالتة
215,arabic_language::27,arabic_language,language,arabic_mmlu,جمع كلمة مهندس هو مهندسات,,صحيح ||| غلط، راه مهندسين,1,غلط، راه مهندسين
216,islamic_studies::548,islamic_studies,islamic/moral,arabic_mmlu,قدّاش من سورة من سور القرآن كتبدا بالاستفهام؟,,3 د السور ||| 4 د السور ||| 5 د السور ||| 6 د السور,3,6 د السور
217,global_facts::55,global_facts,STEM/health,mmlu,حتى لسنة 2019، شكون عدد البواقي متاع الناس في العالم اللي يعيشو في الفقر المطلق (اقل من 1.90 دولار في اليوم)؟ ,,5% ||| 10% ||| 15% ||| 25%,1,10%
218,social_science::817,social_science,humanities/history,arabic_mmlu,كناكلو ساق نبات الزيتون .,,صحيح ||| غالط,1,غالط
219,geography::752,geography,humanities/history,arabic_mmlu,: من تيارات البحرية الباردة تيار,,الاستوائي العكسي ||| شرق أستراليا ||| موزمبيق ||| غرب أستراليا,3,غرب أستراليا
220,public_relations::101,public_relations,professional/civic,mmlu,شنوّة من هاذا الحوايج ما خاصهاش تكون في الهدف؟,,واسع ||| ممكن تحقيقو ||| قابل للقياس ||| محدد بوقت,0,واسع
221,high_school_european_history::162,high_school_european_history,humanities/history,mmlu,"هاذا السؤال كيتعلق بالمعلومات التالية.
قرا هاذا المقتطف.
ما عمرها كانت المواهب متاع أعلى عبقرية من أرقى نوع، معطية بكثرة لواحد الإنسان. العبقرية متاع نابليون مدهشة. كل فيروع المعرفة الإنسانية كتبان كيف إلا مألوفة لعقلو الجبار. المحادثات متاعو فيسانت هيلينا، متفرقة في المذكرات العديدة والضخمة متاع هادوك اللي جمعوها، مليانة باهتمام كبير. خلال المعاناة الطويلة متاع الحبس متاعو والموت متاعو، تكلم بحرية تامة على الأحداث متاع المسيرة متاعو المدهشة، وعلى كل هادوك المواضيع متاع الأخلاق والسياسة والدين، اللي كتهم برشا الرفاهية متاع الجنس ديالنا. ما فما حتى عقل ما غاديش يتقوى بالألفة مع هاذا الأفكار العميقة، المعبر عليها بهاد الشعور الحماسي وقوة التعبير.
—جون س. ك. أبوت، مؤرخ، نابليون فيسانت هيلينا، 1855
شنوّة من هاذا الخصائص متاع الإمبراطورية الفرنسية تحت حكم نابليون كيبان بلي أبوت معجب بيها برشا؟",,البوليس السري متاع نابليون ||| الإصلاحات الداخلية متاع نابليون ||| القمع متاع نابليون لحقوق المرا ||| التكتيكات العسكرية متاع نابليون,1,الإصلاحات الداخلية متاع نابليون
222,geography::495,geography,humanities/history,arabic_mmlu,الدولة اللي كتر معرضة باش تغرق بمياه البحور والمحيطات فياخر القرن الواحد والعشرين هي :,,جنوب إفريقيا ||| بنغلاديش ||| الصومال ||| السودان,1,بنغلاديش
223,moral_scenarios::59,moral_scenarios,islamic/moral,mmlu,فياشمن من هاذا الحالتين الشخصية الرئيسية (الي كتستعمل أنا/ليا) كتدير شي حاجة غالط أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | أنا عارف شنوّة كتعاني منو كارلا فيدارها مع باها، فيغادي نتغاضى على سلوكها السيء. الحالة 2 | قررت نشعل العافية في الفرناتشي.,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,3,موشي غالط، موشي غالط
224,moral_scenarios::374,moral_scenarios,islamic/moral,mmlu,فياشمن من هاذا الحالتين البطل الرئيسي (اللي كيستعمل أنا/ديالي) عمل شي حاجة غالط أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | لقيت ظرف معمر بالفلوس في البنك وداعتو. الحالة 2 | شجعت المتنمر على المضاربة,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,0,غالط، غالط
225,high_school_government_and_politics::104,high_school_government_and_politics,professional/civic,mmlu,الفيتو على بنود معينة تلقا بأنه غير دستوري خاطر,,عطى سلطات تنفيذية للبرلمان ||| عطى سلطات تشريعية للبيروقراطية ||| عطى سلطات تشريعية للرئيس ||| فيوض برشا متاع السلطات للولايات,2,عطى سلطات تشريعية للرئيس
226,marketing::175,marketing,professional/civic,mmlu,مثال على سوق مقسم هو:,,فييليبس كتسوق منتوجها لكاع سكان الاتحاد الأوروبي بواحد المزيج تسويقي مبني على فيكرة 'الحس والحساسية'. ||| المستهلكين ذوي الدخل العالي والمنخفض كيتعاملو بنفس الطريقة فيماركس أند سبنسر (إم أند إس). ||| مشتل يشوف سكان المناطق الحضرية والريفية كسوق واحد محتاج الشجر. ||| هوندا كتفرق زبناءها المحتملين لمشتريين السيارات الاقتصادية ومشتريين السيارات الفاخرة.,3,هوندا كتفرق زبناءها المحتملين لمشتريين السيارات الاقتصادية ومشتريين السيارات الفاخرة.
227,sociology::3,sociology,humanities/history,mmlu,داهرندورف، ريكس، وهابرماس ركزو على:,,التضامن والتماسك الاجتماعي ||| الفهم التفسيري للفعل ||| تجارب النساء والمعرفة المبنية على الجنس ||| القوة والهيمنة والصراع,3,القوة والهيمنة والصراع
228,public_relations::61,public_relations,professional/civic,mmlu,الهدف متاع الإشهار ________ هو باش يروج لمنتوج ولا خدمة معينة لجمهور مستهدف.,,موجه للشخص ||| موجه للمنتوج ||| موجه للربح ||| موجه للفكرة,1,موجه للمنتوج
229,sociology::126,sociology,humanities/history,mmlu,ماركس (1844) قال بلي الرأسمالية خلات العمال مغتربين من:,,المنتوج الي كيصنعو ||| عملية الإنتاج ||| بعضياتهم و الإنسانية بشكل عام |||  كل شي الي فيات,3, كل شي الي فيات
230,high_school_psychology::190,high_school_psychology,humanities/history,mmlu,النقل العصبي غالبا كيتوصف بأنه عملية كهروكيميائية. شنوّة من هاذا الحوايج الي كتعلق مباشرة بالجانب الكهربائي؟,,السينابس ||| الأزرار الطرفية ||| الهرمونات ||| الميالين,3,الميالين
231,political_science::100,political_science,professional/civic,arabic_mmlu,إن محاولات التنظیم الدولى تطورو خلال النص الثاني من القرن:,,السابع عشر. ||| الثامن عشر. ||| التاسع عشر ||| العشرین.,2,التاسع عشر
232,natural_science::72,natural_science,STEM/health,arabic_mmlu,كيتستخرج النحاس من واحد من هاذا المعادن:,,الألومنيوم. ||| المنغنيت. ||| الفلسبار. ||| الملاكيت.,3,الملاكيت.
233,natural_science::166,natural_science,STEM/health,arabic_mmlu,لول الي شاف النواة وسماها بهاد الاسم هو العالم,,ليفنهوك الهولندي ||| روبرت هوك ||| براون ||| شلايدن وشفان,2,براون
234,moral_scenarios::780,moral_scenarios,islamic/moral,mmlu,فياشمن من هاذا الحالتين عمل الشخصية الرئيسية (الي كيستعمل أنا/ليا) شي حاجة غالط أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في2020؟ الحالة 1 | كبيت باقي الشراب ديالي في المغسل متاع المطبخ. الحالة 2 | فيقت على 9 الصباح اليوم من بعد ما مشاو الناس الي ساكنين معايا للخدمة، وشغلت الخلاط باش ندير سموذي لراسي.,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,3,موشي غالط، موشي غالط
235,general_knowledge::7,general_knowledge,professional/civic,arabic_mmlu,الحبوب والفواكه والحليب ومشتقاتو، هاذا المصادر الغذائية تحت أي عنصر غذائي كيدخلو:,,فييتامين (د) ||| الحديد ||| الكالسيوم ||| الكربوهيدرات,3,الكربوهيدرات
236,biology::0,biology,STEM/health,arabic_mmlu,حركة السيتوبلازم فخلايا نبتة الإيلوديا كترجع لحركة البلاستيدات الخضرا بينما حركة البلاستيدات الخضرا فخلايا نبتة الفول كترجع لحركة السيتوبلازم,,الجملة اللولة صحيحة والتانية غالطة ||| الجملة اللولة غالطة والتانية صحيحة ||| الجملتين الزوز صحاح ||| الجملتين الزوز غالطين,1,الجملة اللولة غالطة والتانية صحيحة
237,management_ar::12,management_ar,professional/civic,arabic_mmlu,"ختار الجواب الصحيح بنعم ولا لا من هاذا الشي الي جاي:

ما ثماش فيروق كبيرة بين القرارات الفردية والقرارات الجماعية.",,نعم ||| لا,1,لا
238,social_science::610,social_science,humanities/history,arabic_mmlu,مدينة القدس فما فيوسط فيلسطين,,صحيح ||| غالط,1,غالط
239,civics::223,civics,professional/civic,arabic_mmlu,واحد من هاذ الشي اللي جا من صلاحيات السلطة القضائية و هي ترجم الآن للتونسي عربي  ,,تدبير شؤون الدولة الداخلية والخارجية ||| حماية المجتمع من الجريمة والانحراف ||| اقتراح مشاريع القوانين وتقديمهم لمجلس الأمة ||| إقرار الميزانية العامة متاع الدولة,1,حماية المجتمع من الجريمة والانحراف
240,islamic_studies::1133,islamic_studies,islamic/moral,arabic_mmlu,معنى الصبر فيقولو تعالى(وتواصوا بالصبر),,تحمل الأمور الصعيبة ||| خسارة وهلاك ||| المشقة,0,تحمل الأمور الصعيبة
241,driving_test::608,driving_test,professional/civic,arabic_mmlu,ملي كنرفعو طوموبيل بالكريك يلزمنا نحطو حجرة ورا العجلة من الجيهة لخرى متاع الرفع.,,الجملة صحيحة ||| الجملة غالطة,0,الجملة صحيحة
242,jurisprudence::90,jurisprudence,islamic/moral,mmlu,كيفاش نوزيك جاوب على النقد متاع نظرية الاستحقاق التاريخي متاعو اللي كتقول إلى كان التوزيع متاع الخيرات في المجتمع موشي عادل، هادوك اللي في القاع ديما كيخسرو؟,,يمكن تصلح بإعادة توزيع الثروة. ||| إلى كانت الممتلكات متاع كل واحد عادلة، إذن التوزيع الكلي متاع الممتلكات عادل. ||| العوامل التاريخية ثانوية بالنسبة للضروريات الأخلاقية. ||| ماعندوش جواب.,1,إلى كانت الممتلكات متاع كل واحد عادلة، إذن التوزيع الكلي متاع الممتلكات عادل.
243,general_knowledge::883,general_knowledge,professional/civic,arabic_mmlu,الأداة اللي كتستعمل فيتنظيف الأرض هي ........... ,,المجرود ||| المكنسة ||| القاشطة ||| السطل,1,المكنسة
244,nutrition::228,nutrition,STEM/health,mmlu,شنوّة من هاذا الوظايف موشي متاع فييتامين أ\n,,تركيب البروتينات متاع تخثر الدم ||| تنشيط مستقبلات فييتامين د ||| تنشيط مستقبلات هرمون الغدة الدرقية ||| تنظيم التعبير الجيني وتمايز الخلايا,0,تركيب البروتينات متاع تخثر الدم
245,nutrition::20,nutrition,STEM/health,mmlu,الدراسات الوبائية المراقبة عطات نتائج مفيدة فيتحديد التأثيرات الصحية متاع برشا دالملوثات الغذائية، أما موشي لتقييم الخطر، خاطر:\n,,ما يمكن ليك أبدا تعرف شنوّة التأثيرات الي شفتي سببها الملوث ||| التعرض متاع البنادم من خلال الماكلة عادة أقل بكثير من التعرضات الي تدرسات ||| الدراسات المراقبة على الحيوانات كتعطي معلومات أكثر موثوقية ||| البيانات الموثوقة متاع العلاقة بين الجرعة والاستجابة صعيب تحصل عليها وغالبا ما كتكونش متوفرة,3,البيانات الموثوقة متاع العلاقة بين الجرعة والاستجابة صعيب تحصل عليها وغالبا ما كتكونش متوفرة
246,law::80,law,professional/civic,arabic_mmlu,أجل الحراسة النظرية:,,48 ساعة في الجرايم العادية كتبدا من ساعة التوقيف قابلة للتمديد مرة وحدة لمدة 24 ساعة بإذن مكتوب من النيابة العامة ||| 96 ساعة في الجرايم اللي كتمس بأمن الدولة الداخلي ولا الخارجي قابلة للتمديد مرة وحدة بإذن مكتوب من النيابة العامة ||| 96 ساعة إلا كان الأمر متعلق بجريمة إرهابية قابلة للتمديد زوز مرات لمدة 96 ساعة بناء على إذن مكتوب من النيابة العامة ||| كل الأجوبة صحيحة,3,كل الأجوبة صحيحة
247,professional_psychology::275,professional_psychology,humanities/history,mmlu,منين كيتقطع الجسم الجاسئ عند مريض يمناوي، غالبا المريض,,ما كيقدرش يدير مهام حركية متعلمة مزيان باليد ليسرى ||| ما كيقدرش يسمي الأشياء اللي محطوطين في اليد ليمنى إلا كان كيشوفهم ||| ما كيقدرش يسمي الأشياء اللي محطوطين في اليد ليسرى إلا ما كانش كيشوفهم ||| كيبان عندو نقصان في الذكاء اللفظي,2,ما كيقدرش يسمي الأشياء اللي محطوطين في اليد ليسرى إلا ما كانش كيشوفهم
248,high_school_psychology::13,high_school_psychology,humanities/history,mmlu,دراسة شريف متاع مغارة اللصوص بينات بلي شنوّة من هاذا المبادئ كيساعد أكثر باش ينقص التوتر بين الجماعات؟,,الأهداف المشتركة ||| تشتيت المسؤولية ||| استقطاب الجماعة ||| فيقدان الهوية الفردية,0,الأهداف المشتركة
249,biology::1358,biology,STEM/health,arabic_mmlu,-في مراحل نضج المبيض تلاتة من النويات التمنية كيلعبو دور مهم في عملية الإخصاب خاطر كيختافيو خمس نويات مع وقوع الإخصاب,,صحيح ||| غالط,0,صحيح
250,jurisprudence::56,jurisprudence,islamic/moral,mmlu,التعبير اللي كيشير لأي افتراض كيخبي ولا كيحاول يخبي الحقيقة بأن قانون تبدل، وبقى مكتوب بحالو، أما طريقة تطبيقو تغيرات هو :,,الخيال القانوني ||| العدالة ||| العرف ||| التشريع,0,الخيال القانوني
251,natural_science::196,natural_science,STEM/health,arabic_mmlu,\tمن خصائص نظرية التوازن المتقطع ...... ,,موشي ديما بطيء ||| ما كياخدش وقت برشا ||| كتوقع قفزات سريعة وتظهر من بعدها الأنواع الجديدة |||  كل شي الي تقال,3, كل شي الي تقال
