annotation_order,item_id,subject,domain_group,source,question,context,choices,gold_answer_index,gold_answer_text
170,geography::1327,geography,humanities/history,arabic_mmlu,المنطقة اللي تفصل بين زوز كتل هوائية مختلفين في خصائصهم من حيث درجة الحرارة ونسبة الرطوبة والضغط الجوي:,,المنخفض الجوي ||| الجبهة الهوائية ||| الأعاصير ||| النينو والنينا,1,الجبهة الهوائية
171,global_facts::16,global_facts,STEM/health,mmlu,حتى لسنة 2017، نسبة الناتج المحلي الإجمالي اللي تصرفها الصين على الجيش كانت تقريباً ,,0.50% ||| 2% ||| 6% ||| 12%,1,2%
172,logical_fallacies::114,logical_fallacies,humanities/history,mmlu,"مغالطة التركيب هي:|||1. إعطاء سبب بسيط لحدث معين في حين السبب أكثر تعقيد
2. الادعاء اللي الصحيح على جزء من حاجة لازم يكون صحيح على الحاجة الكل
3. الوصول لنتيجة بلا ما تكون فما دلائل كافية تدعمها
4. الوصول لنتيجة على أساس علامات في حين ما فماش علاقة مباشرة بين العلامة المزعومة وموضوع النتيجة",,إعطاء سبب بسيط لحدث معين فيحين السبب أكثر تعقيد ||| الادعاء بأن اللي صحيح على جزء من شي حاجة لازم يكون صحيح على الحاجة كاملة ||| الوصول لنتيجة بلا ما يكون كافي دلائل لدعمها ||| الوصول لنتيجة على أساس علامات فيحين ما كاينش علاقة مباشرة بين العلامة المزعومة وموضوع النتيجة,1,الادعاء بأن اللي صحيح على جزء من شي حاجة لازم يكون صحيح على الحاجة كاملة
173,professional_law::38,professional_law,professional/civic,mmlu,"شركة أسانسورات ركّبت أسانسير في عمارة. حسب العقد مع مول العمارة، وافقت الشركة باش تعمل فحص شهري للأسانسير وتصلّح أي عطب ضروري. الأسانسير تركّب في العمارة في جانفي. في العشرة أشهر اللي جاو، عملت الشركة الفحص بانتظام. أما من نوفمبر، بدات الشركة عندها مشاكل مع موظفيها وما بعثتش المفتشين لمدة ثلاثة أشهر متتالية. في 20 فيفري، مشات مرا تزور صاحبتها اللي ساكنة في الطابق 20 في العمارة. استعملت المرا الأنترفون باش تعيّط لصاحبتها، وهاذي حلّتلها الباب باش تدخل للعمارة. مشات المرا للأسانسير. كي تحلوا البيبان، كانوا فيه برشا ناس، على ما يبان دخلوا من الباركينغ تحت العمارة. واحد من الناس اللي في الأسانسير كان راجل يبان عليه مقلق وخايف. في الطابق 12، ما بقاوش كان 4، منهم المرا والراجل. في الطابق هذا خرجوا الزوز الآخرين، وبقات المرا بوحدها مع الراجل في الأسانسير. خافت المرا كي لقات روحها بوحدها مع الغريب المشبوه هذا، ودزّت على زر الطابق 13، تحب تخرج وتلقى ناس آخرين في الطابق هذاكة. للأسف، توقف الأسانسير بين الطابق 12 و13. خوف المرا كان في محلو: الراجل هجم عليها فجأة وحاول ينزعلها الساك. كي قاومتو، ضربها وطاحت مغمى عليها. كي فاقت، لقات روحها في السبيطار بارتجاج في المخ ورضوض متعددة في جسمها. من بعد عرفت اللي الأسانسير قعد واقف 50 دقيقة، ومن بعد طلع للطابق 20، وين لقاتها صاحبتها وهزّتها للسبيطار. بعد جمعتين، شدّ البوليس الراجل ولقاوا ساك المرا عندو. هاذي كانت أول مرة يصير فيها اعتداء في العمارة هاذي. الأسانسير توقف بسبب كابل معطوب كان ممكن يتكشف بفحص عادي. إذا رفعت المرا دعوى ضد مول العمارة على الإهمال، على الأرجح باش:|||1. تربح، خاطر كانت ضيفة عند ساكن في العمارة.
2. تربح، خاطر المالك باش يكون مسؤول على فشل الشركة في القيام بفحص الأسانسير.
3. ما تربحش، خاطر المرا كانت مهملة كي ما خرجتش من الأسانسير في الطابق 12 وقتلّي خرجوا الناس الآخرين.
4. ما تربحش، خاطر ما كانش ثمة اعتداءات سابقة في العمارة.",,تربح، خاطر كانت ضيفة عند واحد الساكن في العمارة. ||| تربح، خاطر المالك غادي يكون مسؤول على فيشل الشركة في القيام بالفحص متاع الأسانسير. ||| ما تربحش، خاطر المرا كانت مهملة ملي ما خرجاتش من الأسانسير في الطابق 12 فياش خرجو الناس الآخرين من الأسانسير. ||| ما تربحش، خاطر ما كانش شي اعتداءات سابقة في العمارة.,3,ما تربحش، خاطر ما كانش شي اعتداءات سابقة في العمارة.
174,high_school_european_history::160,high_school_european_history,humanities/history,mmlu,"السؤال هذا يتعلّق بالمعلومات التالية.
الاقتباس هذا جاي من فولتير كرد فعل على زلزال لشبونة متاع 1755.
""عزيزي السيد، الطبيعة قاسية برشا. صعيب نتخيلوا كيفاش قوانين الحركة تسبب كوارث مرعبة في العالم هذا اللي هو أحسن عالم ممكن. مية ألف نملة، خوتنا، تهرسوا دفعة وحدة فوق أرضنا، ونصفهم ماتوا، بلا شك في عذاب لا يوصف، تحت الأنقاض اللي ما نجموش يخرجوا منها. عائلات خسرت كل شي في أوروبا الكل، وثروة مية تاجر، من أولاد بلادك، ضاعت في خرايب لشبونة. يا لعبة قمار هي الحياة البشرية هاذي! شنوّة باش يقولوا الخطباء، خاصة إذا كان قصر محكمة التفتيش مازال واقف؟ نتمنى على الأقل اللي الآباء المحترمين متاع محكمة التفتيش تهرسوا كيما الآخرين. الشي هذا لازمو يعلّم الناس ما يضطهدوش بعضهم، خاطر وقتلّي شوية أوغاد مقدسين يحرقوا شوية متعصبين، الأرض تبلع الكل.""
—فولتير، في رسالة، 1755
شكون من فلاسفة عصر التنوير هاذم اللي شكك في الاعتماد على العقل وبدا الحركة الرومانسية للسبب المذكور؟|||1. جون جاك روسو خاطر كان يظن اللي المجتمع يفسد النفوس النبيلة.
2. البارون مونتيسكيو خاطر كان يظن اللي الحكومات ما تنجمش تكون عادلة.
3. ماري وولستونكرافت خاطر كانت تنتقد بشدة إخضاع المرأة عاطفيا.
4. آدم سميث خاطر قال اللي العقل ما ينجمش يتستعمل باش نفهموا كيفاش يحس شخص آخر.",,جون جاك روسو خاطر كان كيظن بلي المجتمع كيفسد النفوس النبيلة. ||| البارون مونتيسكيو خاطر كان كيظن بلي الحكومات ما قادراش تكون عادلة. ||| ماري وولستونكرافت خاطر كانت كتنتقد بشدة إخضاع المرأة عاطفيا. ||| آدم سميث خاطر قال بلي العقل ما يمكنش يستعمل باش نفهمو كيفاش كيحس شخص آخر.,0,جون جاك روسو خاطر كان كيظن بلي المجتمع كيفسد النفوس النبيلة.
175,geography::599,geography,humanities/history,arabic_mmlu,درجة الغليان في النظام الحراري الفهرنهايتي توصل لـ:,,212 درجة ||| 32 درجة ||| 100 درجة ||| 220 درجة,0,212 درجة
176,philosophy_ar::9,philosophy_ar,humanities/history,arabic_mmlu,اختلفت أنا وصاحبي على موضوع، وعارضني بمجموعة أدلة تبيّن اللي أنا غالط وهو صحيح، فقبلت رأيو ووافقت عليه. الموقف هذا يطبّق مهارة ........,,التسامح ||| التجريد ||| الشك ||| التساؤل,0,التسامح
177,professional_law::143,professional_law,professional/civic,mmlu,"في 1993، كان عند مالك سجل ملكية سليم لكرم بملكية تامة. في 1994، سلّم المالك لولدو، مقابل 1000 دولار، عقد موقّع من طرفو، يسمّي الولد وورثتو كمستفيدين، وظاهرو صحيح. الولد ما سجّلش العقد. في 1998، فلاح، وهو عارف بوجود العقد من المالك للولد، طلب من المالك يبيعلو عقد الكرم بـ10,000 دولار للفلاح وورثتو. المالك مضى العقد هذا، والفلاح سجّلو فيسع. قصد الفلاح كان يحصّل ظاهر الملكية ويملك الكرم بالحيازة. في 1998، بنى الفلاح سياج حذا الكرم. في 1999، قدّم الولد عقد الكرم لمستثمر، ومقابل 15,000 دولار خلّصها المستثمر، مضى وسلّم عقد الكرم لفائدة المستثمر وورثتو. بعد ما خذا العقد، المستثمر ما عمل حتى مجهود باش يفحص الملكية، ولا يعاين العقار، ولا يسجّل العقد. في 2003، خلّص خمّار للفلاح 20,000 دولار، والفلاح سلّم للخمّار عقد الكرم لفائدة الخمّار وورثتو. الخمّار عاين العقار، وفحص الملكية، وما كانش عندو علم بمعرفة الفلاح بالعقد السابق من المالك للولد. ورغم اللي الخمّار ما كانش ساكن في العقار، كان يزور الكرم بانتظام مرتين في السيمانة. الخمّار سجّل عقدو. في 2007، ومقابل 25,000 دولار خلّصها فلاح ثاني، مضى المستثمر وسلّم عقد الكرم يسمّي الفلاح الثاني وورثتو كمستفيدين. قبل ما يخلّص الفلاح الثاني للمستثمر وياخذ العقد، زار الكرم وشاف السياج. أما الخمّار ما كانش حاضر وقت الزيارة، وما كانت حتى حاجة تبيّن شكون — إذا كان فما شكون — اللي يستعمل في العقار. وعلى كل حال، الفلاح الثاني ما حاولش يفحص الملكية قبل ما يشري، ومن بعد سجّل العقد. المنطقة هاذي تستعمل فهارس المانح-الممنوح له وما عندهاش فهرس القطع الأرضية. في 2008، شنوّة هي الحالة الحالية لملكية الكرم إذا كان قانون التسجيل في المنطقة ينص على: ""كل نقل ملكية للعقار ما يتسجلش يعتبر باطل ضد المشتري اللاحق بحسن نية مقابل عوض ذي قيمة، اللي يسجّل النقل متاعو أولا حسب الأصول""؟|||1. في منطقة السباق-الإشعار، الفلاح الثاني، كمشتري لاحق بحسن نية، باش يحصّل سجل ملكية الكرم، خاطر هو آخر واحد سجّل.
2. في منطقة السباق الخالص، الفلاح الثاني باش يحصّل سجل ملكية الكرم، خاطر شرى العقار بقيمة وسجّل الأول من حيث الوقت.
3. في منطقة السباق-الإشعار، الخمّار، كمشتري لاحق بحسن نية بدون إشعار بالعقد السابق من المالك للولد، باش يحصّل سجل ملكية الكرم، خاطر سجّل عقدو الأول من حيث الوقت.
4. في منطقة السباق الخالص، الخمّار، كمشتري لاحق بحسن نية بدون إشعار بالعقد السابق من المالك للولد، باش يحصّل سجل ملكية الكرم، خاطر سجّل عقدو الأول من حيث الوقت.",,في منطقة السباق - الإشعار، الفلاح، كمشتري لاحق بحسن نية، غادي يحصل على سجل ملكية الكرم، خاطر هو آخر واحد سجل. ||| في منطقة السباق الخالص، الفلاح غادي يحصل على سجل ملكية الكرم، خاطر شرى العقار بقيمة وسجل الأول من حيث الوقت. ||| في منطقة السباق - الإشعار، الخمار، كمشتري لاحق بحسن نية بدون إشعار بالعقد السابق من المالك للولد، غادي يحصل على سجل ملكية الكرم، خاطر سجل العقد متاعو الأول من حيث الوقت. ||| في منطقة السباق الخالص، الخمار، كمشتري لاحق بحسن نية بدون إشعار بالعقد السابق من المالك للولد، غادي يحصل على سجل ملكية الكرم، خاطر سجل العقد متاعو الأول من حيث الوقت.,2,في منطقة السباق - الإشعار، الخمار، كمشتري لاحق بحسن نية بدون إشعار بالعقد السابق من المالك للولد، غادي يحصل على سجل ملكية الكرم، خاطر سجل العقد متاعو الأول من حيث الوقت.
178,law::247,law,professional/civic,arabic_mmlu,"ينجّم يتجاب المتهم المعتقل للجلسة بلا استدعاء مسبق ويصدر حكم حضوري في حقو:|||1. في قضايا المخالفات
2. في قضايا الجنايات
3. في قضايا الجنح
4. كل الأجوبة صحيحة",,فيقضايا المخالفات ||| فيقضايا الجنايات ||| فيقضايا الجنح ||| كل الأجوبة صحيحة,2,فيقضايا الجنح
179,driving_test::507,driving_test,professional/civic,arabic_mmlu,"تتمسح النقاط من سجل السوفار بعد:|||1. مرور عام
2. مرور ستة أشهر
3. مرور عام بلا ما يعمل مخالفات متاع الطريق
4. مرور عامين بلا ما يعمل مخالفات متاع الطريق",,مرور عام ||| مرور ستة شهور ||| مرور عام بلا ما يدير مخالفات متاع الطريق ||| مرور عامين بلا ما يدير مخالفات متاع الطريق,2,مرور عام بلا ما يدير مخالفات متاع الطريق
180,arabic_language_(grammar)::192,arabic_language_(grammar),language,arabic_mmlu,"اختار الفعل اللي عندو الضمير المناسب اللي تنجّم تحطو في بلاصة [فراغ] في الجملة التالية:
فوقاش [فراغ] يا علي؟|||1. ترقد
2. تلاقيتي
3. شفتو
4. تحبو
5. يقراو",,ترقد ||| تلاقيتي ||| شفتو ||| تحبو ||| كيقراو,0,ترقد
181,professional_law::121,professional_law,professional/civic,mmlu,"تحت سلطة قانون فيدرالي متاع الحقوق الانتخابية، رسمت بعض الولايات دوائر الكونغريس بطريقة تزيد في احتمال انتخاب ناس من مجموعات عرقية أقلية محرومة تاريخيا. المحكمة العليا الأمريكية صرحت اللي الدوائر هاذي غير دستورية، باعتبارها تلاعب عرقي غير مناسب. وكرد على القرار هذا، عمل الكونغريس قانون جديد يمنع صراحة المحكمة العليا من النظر في القضايا المستقبلية اللي تتحدى دستورية الإجراءات المتخذة تحت سلطة قانون الحقوق الانتخابية الفيدرالي. شنوّة هي أقوى حجة لدستورية القانون الجديد اللي يحد من الاختصاص الاستئنافي للمحكمة العليا؟|||1. المادة الثالثة من الدستور تقول بوضوح اللي الاختصاص الاستئنافي متاع المحكمة العليا خاضع للاستثناءات والتنظيمات اللي يعملهم الكونغريس.
2. مبدأ الفصل بين السلطات في الدستور يخوّل للكونغريس باش يعمل قوانين تحد من تأثير قرارات المحكمة العليا اللي تتدخل في ممارسة السلطات المفوضة للسلطة التشريعية.
3. إنشاء وتقسيم دوائر الكونغريس يأثر مباشرة على التجارة بين الولايات، والدستور يخوّل للكونغريس استخدام سلطتو الكاملة على التجارة هاذي لأي غرض يعتقد اللي باش يعزز الرفاهية العامة.
4. التعديل الخامس عشر يخوّل للكونغريس تنفيذ أحكام الحقوق الانتخابية من خلال التشريعات المناسبة، والكونغريس ينجّم يقرر بشكل معقول اللي القيد هذا على الاختصاص الاستئنافي للمحكمة العليا وسيلة مناسبة لتحقيق الهدف هذا.",,المادة الثالثة من الدستور كتقول بوضوح بلي الاختصاص الاستئنافي متاع المحكمة العليا خاضع للاستثناءات والتنظيمات اللي غادي يديرهم الكونغرس. ||| مبدأ الفصل بين السلطات فيي الدستور كيخول للكونغرس باش يدير قوانين للحد من تأثير قرارات المحكمة العليا اللي كتدخل فيي ممارسة السلطات المفوضة للسلطة التشريعية. ||| إنشاء وتقسيم مناطق الكونغرس كيأثر مباشرة على التجارة بين الولايات، والدستور كيخول للكونغرس استخدام سلطته الكاملة على هاذا التجارة لأي غرض كيعتقد أنه غادي يعزز الرفاهية العامة. ||| التعديل الخامس عشر كيخول للكونغرس تنفيذ أحكام الحقوق الانتخابية من خلال التشريعات المناسبة، والكونغرس يقدر يقرر بشكل معقول أن هاذا القيد على الاختصاص الاستئنافي للمحكمة العليا هو وسيلة مناسبة لتحقيق هاذا الهدف.,0,المادة الثالثة من الدستور كتقول بوضوح بلي الاختصاص الاستئنافي متاع المحكمة العليا خاضع للاستثناءات والتنظيمات اللي غادي يديرهم الكونغرس.
182,social_science::824,social_science,humanities/history,arabic_mmlu,......... هو تحويل النفايات لموارد جديدة مفيدة، وهذا بفرزها وإعادة تصنيعها واستخدامها مرة أخرى.,,التعديل ||| التصنيع ||| التدوير ||| التشكيل,2,التدوير
183,social_science::885,social_science,humanities/history,arabic_mmlu,من الحيوانات اللي تتزاد بالولادة:,,الخفاش ||| البطة ||| النعامة,0,الخفاش
184,civics::246,civics,professional/civic,arabic_mmlu,الهيئة المعنية بالقوات المسلحة الأردنية اللي تقدم خدمة تعليمية وتثقيفية لشريحة كبيرة من الشعب الأردني هي : ,,مديرية التعليم الخاص ||| معهد اللغات ||| وزارة التربية والتعليم |||  كل شي اللي تقال,1,معهد اللغات
185,islamic_studies::2042,islamic_studies,islamic/moral,arabic_mmlu,هاذا القول (أنا خير منه خلقتني من نار وخلقته من طين) جرا على لسان:,,إبليس ||| الملايكة ||| سيدنا آدم ||| حتا وحدة من اللي تذكرو,0,إبليس
186,professional_law::731,professional_law,professional/civic,mmlu,"البوليس تبعث على خاطر كان عركة في الدار. المرا قالت للبوليس اللي راجلها كان يعنّف فيها ويشم الكوكايين برشا. الراجل كان حاضر ونكر الشي هذا. طلب البوليس الإذن باش يفتشوا الدار على المخدرات، والمرا وافقت. أما الراجل رفض يعطي الموافقة. البوليس دخل على كل حال ولقا المخدرات في حوايج الراجل. بعد ما تشدّ بتهمة المخدرات، قدّم الراجل مطلب باش تتحيّد الأدلة على أساس اللي هو ما وافقش. شنوّة باش يكون القرار المحتمل متاع المحكمة؟|||1. التفتيش ما كانش صحيح والأدلة لازمها تتحيّد خاطر الساكن الآخر كان حاضر ورفض يعطي الموافقة على التفتيش.
2. التفتيش كان صحيح خاطر فقه القضاء يقول اللي موافقة واحد من الساكنين تلغي رفض الساكن الآخر.
3. التفتيش كان صحيح خاطر تصريح المرا خلق سبب محتمل اللي فما جريمة — والشي هذا خلق ظروف استعجالية للتفتيش.
4. التفتيش ما كانش صحيح خاطر حتى مع الموافقة، البوليس لازمو أول حاجة يحاول يجيب إذن تفتيش باش يدخل للدار.",,القلبة ما كانتش صحيحة والأدلة خاصها تتحيد خاطر الساكن الآخر كان حاضر ورفض يعطي الموافقة على القلبة. ||| القلبة كانت صحيحة خاطر القضايا كتقول بلي موافقة واحد من الساكنين كتلغي رفض الساكن الآخر. ||| القلبة كانت صحيحة خاطر تصريح المرا خلق سبب محتمل أنه فما جريمة - هادشي خلق ظروف استعجالية للقلبة. ||| القلبة ما كانتش صحيحة خاطر حتى إلا كانت الموافقة، البوليس خاصو أول حاجة يحاول يجيب إذن تفتيش باش يدخل للدار.,0,القلبة ما كانتش صحيحة والأدلة خاصها تتحيد خاطر الساكن الآخر كان حاضر ورفض يعطي الموافقة على القلبة.
187,marketing::125,marketing,professional/civic,mmlu,الحاجة هاذي تخدم بطريقة خوارزمية ولاّ بخليط من الخوارزميات والإدخال البشري باش تجمع وترتب وتخزن وتسترجع المعلومات في الويب (كيما صفحات الويب والصور والمعلومات وأنواع أخرى متاع الملفات)، وتخلي المعلومات متاحة للمستخدمين بطريقة مفهومة ومعقولة كجواب على طلب البحث. شنوّة تتسمى الحاجة هاذي؟,,إعلانات البانر. ||| إعلانات البوب-أب. ||| محرك البحث. ||| التطبيقات.,2,محرك البحث.
188,high_school_psychology::431,high_school_psychology,humanities/history,mmlu,شنوّة الجزء من الدماغ اللي كانوا يظنوا اللي عندو الدور الأهم في نظرية كانون-بارد متاع العواطف؟,,التالاموس ||| الحصين ||| النخاع المستطيل ||| مناطق الربط,0,التالاموس
189,general_knowledge::965,general_knowledge,professional/civic,arabic_mmlu,استخدامات الأخشاب المصنعة.  ,,الطبلات ||| الفراشات ||| الخزانات |||  كل شي الي تقال  ,3, كل شي الي تقال  
190,social_science::535,social_science,humanities/history,arabic_mmlu,"استعمال الإبريق باش نسقيوا المزروعات.|||1. يعجبني
2. ما يعجبنيش",,كيعجبني ||| ما كيعجبنيش,0,كيعجبني
191,high_school_geography::43,high_school_geography,humanities/history,mmlu,"شنوّة هي الجملة اللي ما توصفش بالصحيح الثورة الخضراء من الجمل هاذي؟|||1. بدّلت طرق الفلاحة اللي كانوا خدّامين بيها قرون.
2. كانت محاولة باش تتعطى ماكلة للعدد المتزايد متاع الناس.
3. ركزت على زيادة محصول الرز والقمح والذرة.
4. حسّنت برشا محصول المزروعات في إفريقيا جنوب الصحراء.",,بدلات طرق الفلاحة الي كانو خدامين بيها قرون. ||| كانت محاولة باش يتعطى ماكلة للعدد متاع الناس الي كيزيد. ||| ركزات على زيادة المحصول متاع الرز والقمح والذرة. ||| حسنات برشا المحصول متاع المزروعات فيإفريقيا جنوب الصحراء.,3,حسنات برشا المحصول متاع المزروعات فيإفريقيا جنوب الصحراء.
192,physics::107,physics,STEM/health,arabic_mmlu,"وحدة من هاذي ما تعتمدش عليها محاثة الملف الحلزوني:|||1. طول الملف
2. عدد اللفات
3. مساحة المقطع
4. شدة التيار اللي يدوز فيه",,طول الملف ||| عدد اللفات ||| مساحة المقطع ||| شدة التيار اللي كيدوز فييه,3,شدة التيار اللي كيدوز فييه
193,high_school_psychology::514,high_school_psychology,humanities/history,mmlu,"شنوّة من الأجوبة هاذي يلخص أحسن رأي كارل روجرز في الشخصية؟|||1. صفات الشخصية كيما الكبت والانبساط والضمير يبقاوا ثابتين مع الوقت.
2. صفات الشخصية عند الناس غالبا إيجابية وموجهة للأهداف.
3. الشخصية تتكون أساسا من التوقعات السلوكية.
4. شخصيات الأفراد يختلفوا حسب الفروق في الصفات والمشاعر وطريقة التفكير.",,الصفات متاع الشخصية كيف الكبت والانبساط والضمير كيبقاو ثابتين مع الوقت. ||| الصفات متاع الشخصية عند الناس غالبا إيجابية وموجهة للأهداف. ||| الشخصية كتكون أساسا من التوقعات السلوكية. ||| الشخصيات متاع الأفراد كيختلفو حسب الفروق فيي الصفات والمشاعر وطريقة التفكير.,1,الصفات متاع الشخصية عند الناس غالبا إيجابية وموجهة للأهداف.
194,public_relations::17,public_relations,professional/civic,mmlu,اناهي صفة من الصفات هاذي موش مذكورة كحاجة لازمك تشوفها كي تختار زعيم رأي لحملة علاقات عامة؟,,السمعة ||| التأثير ||| المعرفة بالموضوع ولا القضية ||| القدرة على الوصول للناس,2,المعرفة بالموضوع ولا القضية
195,professional_psychology::448,professional_psychology,humanities/history,mmlu,"العلاج العائلي موش مناسب في اناهي حالة من الحالات هاذي؟|||1. المشكل الموجود هو نزاع زوجي طويل المدى.
2. أفراد العايلة يلوّحوا مشاكلهم على واحد منهم.
3. واحد من أفراد العايلة عندو اكتئاب حاد.
4. واحد من أفراد العايلة عندو فقدان الشهية ولاّ الشره المرضي.",,المشكل اللي فما هو نزاع زوجي طويل المدى. ||| أفراد العائلة كيلوحو المشاكل متاعهم على واحد من بيناتهم. ||| واحد من أفراد العائلة عندو اكتئاب حاد. ||| واحد من أفراد العائلة عندو فيقدان الشهية ولا الشره المرضي.,2,واحد من أفراد العائلة عندو اكتئاب حاد.
196,arabic_language::408,arabic_language,language,arabic_mmlu,"""الكرامُ معروفٌ فضلُهم"" — أعرب كلمة ""فضل"": ...........|||1. فاعل مرفوع
2. مفعول به منصوب
3. نائب فاعل مرفوع
4. نعت مرفوع",,فياعل مرفوع ||| مفعول به منصوب ||| نايب فياعل مرفوع ||| نعت مرفوع,2,نايب فياعل مرفوع
197,political_science::44,political_science,professional/civic,arabic_mmlu,......... ينظروا للبشر على أساس اللي هوما ناقصين اجتماعيا، خاطرهم مخلوقات تابعة وقاصرة سيكولوجيا.,,الفوضويين ||| المحافظين ||| الاشتراكيين ||| الليبراليين,1,المحافظين
198,accounting::16,accounting,professional/civic,arabic_mmlu,"قاعدة محاسبية تقول اللي القوائم المالية لازمها تشمل كافة المعلومات الضرورية باش تعطي للناس اللي يستعملوا القوائم هاذي صورة صحيحة وواضحة على نتيجة أعمال الشركة وحالتها المالية:|||1. الأهمية النسبية
2. الإفصاح الكامل
3. التكلفة
4. حتى وحدة من هاذي",,الأهمة النسبة ||| الإفصاح الكامل ||| التكلفة ||| حتى وحدة من هاذي,1,الإفصاح الكامل
199,geography::1295,geography,humanities/history,arabic_mmlu,"القوة اللي تتحدث كي تكون قيم الضغط الجوي موش متساوية بين منطقتين متجاورتين:|||1. قوة تحدر الضغط
2. قوة كوريوليس
3. قوة الاحتكاك
4. قوة الجاذبية",,قوة تحدر الضغط ||| القوة الكارولية ||| قوة الاحتكاك ||| قوة الجاذبية,0,قوة تحدر الضغط
200,social_science::279,social_science,humanities/history,arabic_mmlu,.......أن نتعلم.,,حقي ||| واجبي ||| عمل تطوعي ||| المساعدة,0,حقي
201,economics::168,economics,professional/civic,arabic_mmlu,وحدة من هاذي موش من أسس قانون الضمان الاجتماعي:,,الشمولية ||| التمويل الذاتي ||| الاختيارية ||| العلاقة الطردية,2,الاختيارية
202,computer_science::247,computer_science,STEM/health,arabic_mmlu,"من الأهداف متاع الذكاء الاصطناعي اللي يحكي عليها باللي باش ينجموا يعملوا أنظمة يقلدوا طريقة التفكير والتعلم والتصرف متاع بن آدم:|||1. إنشاء أنظمة خبيرة تظهر تصرف ذكي
2. برمجة الآلات باش يعالجوا المعلومات بشكل متوازي
3. تطبيق الذكاء الإنساني في الآلة
4. تقديم النصيحة لمستعملي الأنظمة الخبيرة",,إنشاء أنظمة خبيرة كتظهر تصرف ذكي ||| برمجة الآلات باش يعالجو المعلومات بشكل متوازي ||| تطبيق الذكاء الإنساني في الآلة ||| تقديم النصيحة لمستعملين الأنظمة الخبيرة,2,تطبيق الذكاء الإنساني في الآلة
203,islamic_studies::1819,islamic_studies,islamic/moral,arabic_mmlu,من أفراد أسرتي,,خويا ||| ختي ||| الزوز,2,الزوز
204,political_science::125,political_science,professional/civic,arabic_mmlu,اكتسب النظام الدولي صفة العالمية بدخول الولايات المتحدة واليابان لساحة التأثير الدولي، وهذا من:,,نهاية القرن ال 18. ||| نهاية القرن ال 20 ||| بداية القرن ال 20. ||| نهاية القرن 19 وبداية 20.,2,بداية القرن ال 20.
205,professional_psychology::111,professional_psychology,humanities/history,mmlu,"توصلك تاليفونة من السيدة وانغ اللي مقلقة برشا خاطر بنتها اللي عندها 14 سنة شافت صاحبتها تتضرب هاذي 3 أيام وهي مخلوعة. البنت ما عادتش ترقد، ما عادتش تحب تاكل، وما تنجّمش تحبس البكاء. عندك تجربة قليلة في الخدمة مع المراهقين وفي تقديم خدمات التدخل في الأزمات. أما ما فماش حد في المنطقة عندو تجربة أكثر منك. كطبيب نفساني ملتزم بالأخلاقيات، باش:|||1. توافق باش تشوف بنت السيدة وانغ في العلاج خاطر عندك شوية تجربة في تقديم خدمات التدخل في الأزمات.
2. تخبر السيدة وانغ بقلة تجربتك وتخليها تقرر شكون تحب يداوي بنتها.
3. تخبر السيدة وانغ اللي ما تنجّمش تشوف بنتها بسبب قلة تجربتك.
4. تشوف بنت السيدة وانغ في العلاج كان حتى تفوت الأزمة ولاّ حتى تتلقى خدمات بديلة.",,توافق باش تشوف بنت السيدة وانغ في العلاج خاطر عندك شوية متاع التجربة فيتقديم خدمات التدخل في الأزمات. ||| تخبر السيدة وانغ بقلة تجربتك وتخليها تقرر شنوّة تحب تعطيها العلاج لبنتها. ||| تخبر السيدة وانغ بلي ما تقدرش تشوف بنتها بسبب قلة تجربتك. ||| تشوف بنت السيدة وانغ في العلاج غير حتى تسالي الأزمة ولا حتى تلقى خدمات بديلة.,3,تشوف بنت السيدة وانغ في العلاج غير حتى تسالي الأزمة ولا حتى تلقى خدمات بديلة.
206,accounting::21,accounting,professional/civic,arabic_mmlu,"كشف يتعدّ باش يتحقق من صحة تسجيل العمليات وترحيلها وترصيدها، ويعتبر مقدمة أساسية لإعداد القوائم المالية:|||1. دفتر اليومية
2. دفتر الأستاذ
3. ميزان المراجعة
4. حتى وحدة من هاذي",,دفتر اليومية ||| دفتر الأستاذ ||| ميزان المراجعة ||| حتى حاجة من هاذا شي,2,ميزان المراجعة
207,human_aging::221,human_aging,STEM/health,mmlu,"النظريات:|||1. موش مهمين برشا في بحوث الشيخوخة
2. يحاولوا يفسروا النتائج ويوجهوا البحوث المستقبلية
3. ما تجربوش مليح حتى لتوّا
4. موجودين برشا أما غير توّا بداو يجربوا فيهم",,موشي مهمين برشا فيبحوث الشيخوخة ||| كيحاولو يفسرو النتائج ويوجهو البحوث المستقبلية ||| ما تجربوش مزيان حتى لدابا ||| كاينين من برشا أما غير توّا بداو كيجربوهم,1,كيحاولو يفسرو النتائج ويوجهو البحوث المستقبلية
208,jurisprudence::76,jurisprudence,islamic/moral,mmlu,"المقولة المشهورة متاع ماين اللي تقول ""حركة المجتمعات المتقدمة كانت حتى توّا حركة من المكانة للعقد"" غالبا ما تتفهم غالط. كيفاش؟|||1. تتفسر غالط على أنها تنبؤ.
2. مفهومو للمكانة يتفهم بشكل خاطئ.
3. تتاخذ حرفيا.
4. فكرتو تتعتبر ما تتطبقش على الأنظمة القانونية الغربية.",,كتفسر غلط على أنها تنبؤ. ||| المفهوم متاعو للمكانة كيتفهم بشكل خاطئ. ||| كتاخد حرفيا. ||| الفكرة متاعو كتعتبر ما كتطبقش على الأنظمة القانونية الغربية.,0,كتفسر غلط على أنها تنبؤ.
