annotation_order,item_id,subject,domain_group,source,question,context,choices,gold_answer_index,gold_answer_text
192,physics::107,physics,STEM/health,arabic_mmlu,وحدة من هاذي ما تعتمدش عليها محاثة الملف الحلزوني:,,طول الملف ||| عدد اللفات ||| مساحة المقطع ||| شدة التيار اللي يدوز فيه,3,شدة التيار اللي يدوز فيه
193,high_school_psychology::514,high_school_psychology,humanities/history,mmlu,شنوّة من الأجوبة هاذي يلخص أحسن رأي كارل روجرز في الشخصية؟,,صفات الشخصية كيما الكبت والانبساط والضمير يبقاوا ثابتين مع الوقت. ||| صفات الشخصية عند الناس غالبا إيجابية وموجهة للأهداف. ||| الشخصية تتكون أساسا من التوقعات السلوكية. ||| شخصيات الأفراد يختلفوا حسب الفروق في الصفات والمشاعر وطريقة التفكير.,1,صفات الشخصية عند الناس غالبا إيجابية وموجهة للأهداف.
194,public_relations::17,public_relations,professional/civic,mmlu,اناهي صفة من الصفات هاذي موش مذكورة كحاجة لازمك تشوفها كي تختار زعيم رأي لحملة علاقات عامة؟,,السمعة ||| التأثير ||| المعرفة بالموضوع ولا القضية ||| القدرة على الوصول للناس,2,المعرفة بالموضوع ولا القضية
195,professional_psychology::448,professional_psychology,humanities/history,mmlu,العلاج العائلي موش مناسب في اناهي حالة من الحالات هاذي؟,,المشكل الموجود هو نزاع زوجي طويل المدى. ||| أفراد العايلة يلوّحوا مشاكلهم على واحد منهم. ||| واحد من أفراد العايلة عندو اكتئاب حاد. ||| واحد من أفراد العايلة عندو فقدان الشهية ولاّ الشره المرضي.,2,واحد من أفراد العايلة عندو اكتئاب حاد.
196,arabic_language::408,arabic_language,language,arabic_mmlu,"""الكرامُ معروفٌ فضلُهم"" — أعرب كلمة ""فضل"": ...........",,فاعل مرفوع ||| مفعول به منصوب ||| نائب فاعل مرفوع ||| نعت مرفوع,2,نائب فاعل مرفوع
197,political_science::44,political_science,professional/civic,arabic_mmlu,......... ينظروا للبشر على أساس اللي هوما ناقصين اجتماعيا، خاطرهم مخلوقات تابعة وقاصرة سيكولوجيا.,,الفوضويين ||| المحافظين ||| الاشتراكيين ||| الليبراليين,1,المحافظين
198,accounting::16,accounting,professional/civic,arabic_mmlu,قاعدة محاسبية تقول اللي القوائم المالية لازمها تشمل كافة المعلومات الضرورية باش تعطي للناس اللي يستعملوا القوائم هاذي صورة صحيحة وواضحة على نتيجة أعمال الشركة وحالتها المالية:,,الأهمية النسبية ||| الإفصاح الكامل ||| التكلفة ||| حتى وحدة من هاذي,1,الإفصاح الكامل
199,geography::1295,geography,humanities/history,arabic_mmlu,القوة اللي تتحدث كي تكون قيم الضغط الجوي موش متساوية بين منطقتين متجاورتين:,,قوة تحدر الضغط ||| قوة كوريوليس ||| قوة الاحتكاك ||| قوة الجاذبية,0,قوة تحدر الضغط
200,social_science::279,social_science,humanities/history,arabic_mmlu,.......أن نتعلم.,,حقي ||| واجبي ||| عمل تطوعي ||| المساعدة,0,حقي
201,economics::168,economics,professional/civic,arabic_mmlu,وحدة من هاذي موش من أسس قانون الضمان الاجتماعي:,,الشمولية ||| التمويل الذاتي ||| الاختيارية ||| العلاقة الطردية,2,الاختيارية
202,computer_science::247,computer_science,STEM/health,arabic_mmlu,من الأهداف متاع الذكاء الاصطناعي اللي يحكي عليها باللي باش ينجموا يعملوا أنظمة يقلدوا طريقة التفكير والتعلم والتصرف متاع بن آدم:,,إنشاء أنظمة خبيرة تظهر تصرف ذكي ||| برمجة الآلات باش يعالجوا المعلومات بشكل متوازي ||| تطبيق الذكاء الإنساني في الآلة ||| تقديم النصيحة لمستعملي الأنظمة الخبيرة,2,تطبيق الذكاء الإنساني في الآلة
203,islamic_studies::1819,islamic_studies,islamic/moral,arabic_mmlu,من أفراد أسرتي,,خويا ||| ختي ||| الزوز,2,الزوز
204,political_science::125,political_science,professional/civic,arabic_mmlu,اكتسب النظام الدولي صفة العالمية بدخول الولايات المتحدة واليابان لساحة التأثير الدولي، وهذا من:,,نهاية القرن ال 18. ||| نهاية القرن ال 20 ||| بداية القرن ال 20. ||| نهاية القرن 19 وبداية 20.,2,بداية القرن ال 20.
205,professional_psychology::111,professional_psychology,humanities/history,mmlu,توصلك تاليفونة من السيدة وانغ اللي مقلقة برشا خاطر بنتها اللي عندها 14 سنة شافت صاحبتها تتضرب هاذي 3 أيام وهي مخلوعة. البنت ما عادتش ترقد، ما عادتش تحب تاكل، وما تنجّمش تحبس البكاء. عندك تجربة قليلة في الخدمة مع المراهقين وفي تقديم خدمات التدخل في الأزمات. أما ما فماش حد في المنطقة عندو تجربة أكثر منك. كطبيب نفساني ملتزم بالأخلاقيات، باش:,,توافق باش تشوف بنت السيدة وانغ في العلاج خاطر عندك شوية تجربة في تقديم خدمات التدخل في الأزمات. ||| تخبر السيدة وانغ بقلة تجربتك وتخليها تقرر شكون تحب يداوي بنتها. ||| تخبر السيدة وانغ اللي ما تنجّمش تشوف بنتها بسبب قلة تجربتك. ||| تشوف بنت السيدة وانغ في العلاج كان حتى تفوت الأزمة ولاّ حتى تتلقى خدمات بديلة.,3,تشوف بنت السيدة وانغ في العلاج كان حتى تفوت الأزمة ولاّ حتى تتلقى خدمات بديلة.
206,accounting::21,accounting,professional/civic,arabic_mmlu,كشف يتعدّ باش يتحقق من صحة تسجيل العمليات وترحيلها وترصيدها، ويعتبر مقدمة أساسية لإعداد القوائم المالية:,,دفتر اليومية ||| دفتر الأستاذ ||| ميزان المراجعة ||| حتى وحدة من هاذي,2,ميزان المراجعة
207,human_aging::221,human_aging,STEM/health,mmlu,النظريات:,,موش مهمين برشا في بحوث الشيخوخة ||| يحاولوا يفسروا النتائج ويوجهوا البحوث المستقبلية ||| ما تجربوش مليح حتى لتوّا ||| موجودين برشا أما غير توّا بداو يجربوا فيهم,1,يحاولوا يفسروا النتائج ويوجهوا البحوث المستقبلية
208,jurisprudence::76,jurisprudence,islamic/moral,mmlu,"المقولة المشهورة متاع ماين اللي تقول ""حركة المجتمعات المتقدمة كانت حتى توّا حركة من المكانة للعقد"" غالبا ما تتفهم غالط. كيفاش؟",,تتفسر غالط على أنها تنبؤ. ||| مفهومو للمكانة يتفهم بشكل خاطئ. ||| تتاخذ حرفيا. ||| فكرتو تتعتبر ما تتطبقش على الأنظمة القانونية الغربية.,0,تتفسر غالط على أنها تنبؤ.
209,social_science::262,social_science,humanities/history,arabic_mmlu,أول دولة في العالم الإسلامي في إنتاج المطاط هي:,,إندونيسيا ||| ماليزيا ||| نيجيريا ||| تركيا,0,إندونيسيا
210,arabic_language::176,arabic_language,language,arabic_mmlu,حلل الكلمات لمقاطع : كلمة (المدرسة ),,ا.ل. م. د.س ||| ا.ل. م. ر.س.ة ||| ا.ل.م.د.ر.س.ة,2,ا.ل.م.د.ر.س.ة
211,marketing::6,marketing,professional/civic,mmlu,كي تكون برشا شركات تفلّس وبرشا ناس عاطلين على الخدمة، يتقال اللي الدورة الاقتصادية في اناهي مرحلة من المراحل هاذي؟,,التوسع ||| الذروة ||| الانتعاش ||| القاع,3,القاع
212,world_religions::110,world_religions,islamic/moral,mmlu,شنوّة هي مدرسة البوذية اللي تعلّم اللي الأمل الوحيد للخلاص هو في نعمة أميدا؟,,بيور لاند ||| تنداي ||| شينغون ||| سوتو زن,0,بيور لاند
213,islamic_studies::680,islamic_studies,islamic/moral,arabic_mmlu,شنوّة هو حكم النون المشددة في كلمة (جانّ)؟,,إدغام ناقص ||| إظهار شفوي ||| إظهار مطلق ||| غنة قدها حركتين,3,غنة قدها حركتين
214,arabic_language::624,arabic_language,language,arabic_mmlu,الحوار في المسرحية هو:,,المظهر الحسي ||| القوام المعنوي ||| قالب الفكرة ||| اللولة و التالتة,3,اللولة و التالتة
215,arabic_language::27,arabic_language,language,arabic_mmlu,جمع كلمة مهندس هو مهندسات.,,صحيح ||| غالط، الصحيح مهندسين,1,غالط، الصحيح مهندسين
216,islamic_studies::548,islamic_studies,islamic/moral,arabic_mmlu,قدّاش من سورة من سور القرآن تبدا بالاستفهام؟,,3 سور ||| 4 سور ||| 5 سور ||| 6 سور,3,6 سور
217,global_facts::55,global_facts,STEM/health,mmlu,حتى لعام 2019، قدّاش النسبة متاع الناس في العالم اللي يعيشوا في الفقر المطلق (أقل من 1.90 دولار في اليوم)؟,,5% ||| 10% ||| 15% ||| 25%,1,10%
218,social_science::817,social_science,humanities/history,arabic_mmlu,ناكلوا ساق نبتة الزيتونة.,,صحيح ||| غالط,1,غالط
219,geography::752,geography,humanities/history,arabic_mmlu,من التيارات البحرية الباردة تيار:,,الاستوائي العكسي ||| شرق أستراليا ||| موزمبيق ||| غرب أستراليا,3,غرب أستراليا
220,public_relations::101,public_relations,professional/civic,mmlu,شنوّة من الحاجات هاذي ما لازمهاش تكون في الهدف؟,,واسع ||| ممكن تحقيقو ||| قابل للقياس ||| محدد بوقت,0,واسع
221,high_school_european_history::162,high_school_european_history,humanities/history,mmlu,"السؤال هذا يتعلّق بالمعلومات التالية.
اقرا المقتطف هذا.
""ما عمرها كانت مواهب العبقرية الأعلى من أرقى نوع معطية بهالكثرة لإنسان واحد. عبقرية نابليون مدهشة. كل فروع المعرفة الإنسانية تبان كأنها مألوفة لعقلو الجبار. محادثاتو في سانت هيلانة، المتفرقة في المذكرات العديدة والضخمة متاع اللي جمعوها، مليانة باهتمام كبير. خلال المعاناة الطويلة متاع حبسو وموتو، تكلم بحرية تامة على أحداث مسيرتو المدهشة، وعلى كل مواضيع الأخلاق والسياسة والدين اللي تهم برشا رفاهية جنسنا البشري. ما فما حتى عقل ما يتقوّاش بالألفة مع الأفكار العميقة هاذي، المعبّر عليها بهذا الشعور الحماسي وقوة التعبير.""
—جون س. ك. أبوت، مؤرخ، ""نابليون في سانت هيلانة""، 1855
شنوّة من خصائص الإمبراطورية الفرنسية تحت حكم نابليون اللي يبان اللي أبوت معجب بيها برشا؟",,البوليس السري متاع نابليون ||| الإصلاحات الداخلية متاع نابليون ||| قمع نابليون لحقوق المرا ||| التكتيكات العسكرية متاع نابليون,1,الإصلاحات الداخلية متاع نابليون
222,geography::495,geography,humanities/history,arabic_mmlu,الدولة الأكثر معرضة باش تغرق بمياه البحور والمحيطات في آخر القرن الواحد والعشرين هي:,,جنوب إفريقيا ||| بنغلاديش ||| الصومال ||| السودان,1,بنغلاديش
223,moral_scenarios::59,moral_scenarios,islamic/moral,mmlu,في اناهي حالة من الزوز حالات هاذي الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | نعرف شنوّة تعاني منو كارلا في دارها مع بوها، وعلى هذا باش نتغاضى على سلوكها الخايب. الحالة 2 | قررت نشعل العافية في الفرناتشي.,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,3,موشي غالط، موشي غالط
224,moral_scenarios::374,moral_scenarios,islamic/moral,mmlu,في اناهي حالة من الزوز حالات هاذي البطل الرئيسي (اللي يستعمل أنا/متاعي) عمل حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | لقيت ظرف معمّر بالفلوس في البنكة وخذيتو. الحالة 2 | شجعت المتنمّر على العراك.,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,0,غالط، غالط
225,high_school_government_and_politics::104,high_school_government_and_politics,professional/civic,mmlu,الفيتو على بنود معينة (line-item veto) تحكم بأنو غير دستوري خاطر:,,عطى سلطات تنفيذية للبرلمان ||| عطى سلطات تشريعية للبيروقراطية ||| عطى سلطات تشريعية للرئيس ||| فوّض برشا سلطات للولايات,2,عطى سلطات تشريعية للرئيس
226,marketing::175,marketing,professional/civic,mmlu,مثال على سوق مقسّم هو:,,"فيليبس تسوّق منتوجها لسكان الاتحاد الأوروبي الكل بمزيج تسويقي واحد مبني على فكرة ""الحس والحساسية"". ||| المستهلكين أصحاب الدخل العالي والمنخفض يتعاملوا معاهم بنفس الطريقة في ماركس أند سبنسر (M&S). ||| مشتل يشوف سكان المناطق الحضرية والريفية كسوق واحدة محتاجة للشجر. ||| هوندا تفرّق حرفاءها المحتملين لمشتريي السيارات الاقتصادية ومشتريي السيارات الفاخرة.",3,هوندا تفرّق حرفاءها المحتملين لمشتريي السيارات الاقتصادية ومشتريي السيارات الفاخرة.
227,sociology::3,sociology,humanities/history,mmlu,داهرندورف، ريكس، وهابرماس ركزو على:,,التضامن والتماسك الاجتماعي ||| الفهم التفسيري للفعل ||| تجارب النساء والمعرفة المبنية على الجنس ||| القوة والهيمنة والصراع,3,القوة والهيمنة والصراع
228,public_relations::61,public_relations,professional/civic,mmlu,الهدف متاع الإشهار ________ هو باش يروج لمنتوج ولا خدمة معينة لجمهور مستهدف.,,موجه للشخص ||| موجه للمنتوج ||| موجه للربح ||| موجه للفكرة,1,موجه للمنتوج
229,sociology::126,sociology,humanities/history,mmlu,ماركس (1844) قال اللي الرأسمالية خلات العمال مغتربين على:,,المنتوج اللي يصنعوه ||| عملية الإنتاج ||| بعضهم وعلى الإنسانية بشكل عام ||| كل اللي فات,3,كل اللي فات
230,high_school_psychology::190,high_school_psychology,humanities/history,mmlu,النقل العصبي غالبا يتوصف بأنو عملية كهروكيميائية. شنوّة من الحاجات هاذي تتعلق مباشرة بالجانب الكهربائي؟,,السينابس ||| الأزرار الطرفية ||| الهرمونات ||| الميالين,3,الميالين
231,political_science::100,political_science,professional/civic,arabic_mmlu,محاولات التنظيم الدولي تطورت خلال النصف الثاني من القرن:,,السابع عشر. ||| الثامن عشر. ||| التاسع عشر ||| العشرین.,2,التاسع عشر
232,natural_science::72,natural_science,STEM/health,arabic_mmlu,النحاس يتستخرج من واحد من المعادن هاذي:,,الألومنيوم. ||| المنغنيت. ||| الفلسبار. ||| الملاكيت.,3,الملاكيت.
233,natural_science::166,natural_science,STEM/health,arabic_mmlu,أول واحد شاف النواة وسماها بالاسم هذا هو العالم:,,ليفنهوك الهولندي ||| روبرت هوك ||| براون ||| شلايدن وشفان,2,براون
234,moral_scenarios::780,moral_scenarios,islamic/moral,mmlu,في اناهي حالة من الزوز حالات هاذي الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | كبّيت باقي الشراب متاعي في المغسل متاع الكوجينة. الحالة 2 | قمت مع التسعة متاع الصباح اليوم بعد ما خرجوا اللي ساكنين معايا للخدمة، وشغلت الخلاط باش نعمل سموذي لروحي.,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,3,موشي غالط، موشي غالط
235,general_knowledge::7,general_knowledge,professional/civic,arabic_mmlu,الحبوب والغلّة والحليب ومشتقاتو — المصادر الغذائية هاذي تحت اناهو عنصر غذائي يدخلوا؟,,فيتامين (د) ||| الحديد ||| الكالسيوم ||| الكربوهيدرات,3,الكربوهيدرات
236,biology::0,biology,STEM/health,arabic_mmlu,حركة السيتوبلازم في خلايا نبتة الإيلوديا ترجع لحركة البلاستيدات الخضراء، بينما حركة البلاستيدات الخضراء في خلايا نبتة الفول ترجع لحركة السيتوبلازم.,,الجملة اللولة صحيحة والتانية غالطة ||| الجملة اللولة غالطة والتانية صحيحة ||| الجملتين الزوز صحاح ||| الجملتين الزوز غالطين,1,الجملة اللولة غالطة والتانية صحيحة
237,management_ar::12,management_ar,professional/civic,arabic_mmlu,"اختار الجواب الصحيح بنعم ولاّ لا من اللي جاي:
ما ثماش فروق كبيرة بين القرارات الفردية والقرارات الجماعية.",,نعم ||| لا,1,لا
238,social_science::610,social_science,humanities/history,arabic_mmlu,مدينة القدس موجودة في وسط فلسطين.,,صحيح ||| غالط,1,غالط
239,civics::223,civics,professional/civic,arabic_mmlu,وحدة من هاذي من صلاحيات السلطة القضائية:,,تدبير شؤون الدولة الداخلية والخارجية ||| حماية المجتمع من الجريمة والانحراف ||| اقتراح مشاريع القوانين وتقديمهم لمجلس الأمة ||| إقرار الميزانية العامة متاع الدولة,1,حماية المجتمع من الجريمة والانحراف
240,islamic_studies::1133,islamic_studies,islamic/moral,arabic_mmlu,معنى الصبر في قولو تعالى (وتواصوا بالصبر):,,تحمل الأمور الصعيبة ||| خسارة وهلاك ||| المشقة,0,تحمل الأمور الصعيبة
241,driving_test::608,driving_test,professional/civic,arabic_mmlu,كي نرفعوا الكرهبة بالكريك، يلزمنا نحطوا حجرة وراء العجلة اللي في الجيهة الأخرى متاع الرفع.,,الجملة صحيحة ||| الجملة غالطة,0,الجملة صحيحة
242,jurisprudence::90,jurisprudence,islamic/moral,mmlu,كيفاش جاوب نوزيك على النقد الموجه لنظرية الاستحقاق التاريخي متاعو، اللي يقول إذا كان توزيع الخيرات في المجتمع موش عادل، اللي في القاع ديما يخسروا؟,,ينجّم يتصلح بإعادة توزيع الثروة. ||| إذا كانت ممتلكات كل واحد عادلة، إذن التوزيع الكلي للممتلكات عادل. ||| العوامل التاريخية ثانوية بالنسبة للضروريات الأخلاقية. ||| ما عندوش جواب.,1,إذا كانت ممتلكات كل واحد عادلة، إذن التوزيع الكلي للممتلكات عادل.
243,general_knowledge::883,general_knowledge,professional/civic,arabic_mmlu,الأداة اللي تتستعمل في تنظيف الأرض هي: ...........,,المجرود ||| المكنسة ||| القاشطة ||| السطل,1,المكنسة
244,nutrition::228,nutrition,STEM/health,mmlu,شنوّة من الوظايف هاذي موش متاع فيتامين أ؟,,تركيب البروتينات متاع تخثر الدم ||| تنشيط مستقبلات فيتامين د ||| تنشيط مستقبلات هرمون الغدة الدرقية ||| تنظيم التعبير الجيني وتمايز الخلايا,0,تركيب البروتينات متاع تخثر الدم
245,nutrition::20,nutrition,STEM/health,mmlu,الدراسات الوبائية بالملاحظة عطات نتائج مفيدة في تحديد التأثيرات الصحية متاع برشا ملوثات غذائية، أما موش لتقييم الخطر، على خاطر:,,ما تنجّم أبدا تعرف شنوّة التأثيرات اللي شفتها سببها الملوث ||| تعرّض البنادم من خلال الماكلة عادة أقل بياسر من التعرضات اللي تدرست ||| الدراسات بالملاحظة على الحيوانات تعطي معلومات أكثر موثوقية ||| البيانات الموثوقة متاع العلاقة بين الجرعة والاستجابة صعيب الحصول عليها وغالبا ما تكونش متوفرة,3,البيانات الموثوقة متاع العلاقة بين الجرعة والاستجابة صعيب الحصول عليها وغالبا ما تكونش متوفرة
247,professional_psychology::275,professional_psychology,humanities/history,mmlu,كي يتقطع الجسم الجاسئ عند مريض يميني، غالبا المريض:,,ما ينجّمش يعمل مهام حركية متعلمة مليح باليد اليسرى ||| ما ينجّمش يسمي الأشياء المحطوطة في اليد اليمنى كان إذا شافهم ||| ما ينجّمش يسمي الأشياء المحطوطة في اليد اليسرى إذا ما شافهمش ||| يبان عندو نقص في الذكاء اللفظي,2,ما ينجّمش يسمي الأشياء المحطوطة في اليد اليسرى إذا ما شافهمش
248,high_school_psychology::13,high_school_psychology,humanities/history,mmlu,دراسة شريف متاع مغارة اللصوص بيّنت اللي شنوّة من المبادئ هاذي يعاون أكثر باش ينقص التوتر بين الجماعات؟,,الأهداف المشتركة ||| تشتيت المسؤولية ||| استقطاب الجماعة ||| فقدان الهوية الفردية,0,الأهداف المشتركة
249,biology::1358,biology,STEM/health,arabic_mmlu,في مراحل نضج المبيض، ثلاثة من النويات الثمانية يلعبوا دور مهم في عملية الإخصاب، على خاطر خمسة نويات يختفيوا مع وقوع الإخصاب.,,صحيح ||| غالط,0,صحيح
250,jurisprudence::56,jurisprudence,islamic/moral,mmlu,التعبير اللي يشير لأي افتراض يخبي ولاّ يحاول يخبي حقيقة اللي قانون تبدّل — بقى مكتوب كيف ما هو، أما طريقة تطبيقو تغيّرت — هو:,,الخيال القانوني ||| العدالة ||| العرف ||| التشريع,0,الخيال القانوني
251,natural_science::196,natural_science,STEM/health,arabic_mmlu,من خصائص نظرية التوازن المتقطع: ......,,موش ديما بطيء ||| ما ياخذش وقت برشا ||| تتوقع قفزات سريعة تظهر من بعدها الأنواع الجديدة ||| كل اللي تقال,3,كل اللي تقال
252,moral_disputes::100,moral_disputes,islamic/moral,mmlu,في الجواب على الاعتراض اللي يقول اللي غالط نمنعوا صناعة وبيع الماكلة الدهنية ومنتوجات التبغ، دو مارنيف يقول اللي:,,الماكلة الدهنية ومنتوجات التبغ موش ضارين في الحقيقة. ||| ما فماش حتى مشكل في الحد من وصول الناس للمنتوجات اللي تضرهم. ||| فوائد منع المنتوجات هاذي موش باش تفوق التكاليف. ||| كل اللي تقال,1,ما فماش حتى مشكل في الحد من وصول الناس للمنتوجات اللي تضرهم.
253,geography::1316,geography,humanities/history,arabic_mmlu,تتركز المنخفضات الجوية في منطقة غرب أوروبا وشمال المحيط الأطلسي في فصلين:,,الشتا والربيع ||| الخريف والشتا ||| الصيف والخريف ||| الربيع والصيف,1,الخريف والشتا
254,general_knowledge::664,general_knowledge,professional/civic,arabic_mmlu,قدّاش من دولة عندها حق الفيتو في مجلس الأمن؟,,4 دول ||| 5 دول ||| 6 دول ||| 7 دول,1,5 دول
255,global_facts::88,global_facts,STEM/health,mmlu,حتى لعام 2017، قدّاش تقريبا نسبة الأمريكان اللي يعيشوا في المناطق المدنية؟,,62% ||| 72% ||| 82% ||| 92%,2,82%
256,moral_disputes::89,moral_disputes,islamic/moral,mmlu,فيما يخص مشكل الجوع والفقر في العالم، آرثر يشير اللي سينجر يتجاهل:,,مبادئ المساواة والضرر. ||| مبادئ الصحيح والغالط. ||| مبادئ الحقوق والاستحقاق. ||| مبادئ القدرة على المساعدة والرغبات.,2,مبادئ الحقوق والاستحقاق.
257,history::844,history,humanities/history,arabic_mmlu,كمّل الملك عبد الله الثاني دراستو الثانوية في مدرسة:,,الكلية العلمية الإسلامية ||| ساند إدموند ||| فيكتوريا ||| ديرفيلد,3,ديرفيلد
258,general_knowledge::781,general_knowledge,professional/civic,arabic_mmlu,شنوّة هي عاصمة جمهورية السينغال؟,,القاهرة. ||| أنقرة. ||| أثينا. ||| داكار.,3,داكار.
259,arabic_language_(general)::151,arabic_language_(general),language,arabic_mmlu,"اقرا الفقرة التالية واختار الجواب المناسب للـ[فراغ] اللي يكمّل الجملة بشكل صحيح:
المقصود بكلمة ""اندثروا"" [فراغ].",تاريخ العرب كيرجع لآلاف السنين، والمؤرخين قسموهم لتلاتة أنواع هوما العرب البائدة والعرب العاربة والعرب المستعربة، شكون هوما العرب؟؟، أما العرب البائدة: فيهوما كيف شعوب: عاد، وثمود، وجرهم، وسماوهم البائدة خاطر قدام برشا، وفناو قبل الإسلام، أما العرب العاربة فيهوما ولاد قحطان بن عابر من ولاد سام بن نوح، اللي كيتقال بلي هو الأول اللي حكم أرض اليمن ولبس التاج، كيف كيقولو أغلب النسابة، وان فيين ساكنين هو بلاد اليمن، وسماو نسل قحطان القحطانيين، وجاب قحطان - جد عرب الجنوب - ولدو يعرب اللي كيتقال بلي هو الأول اللي خدا العربية لغة متاعو وسماوه الشعراء رب الفصاحة، فيقال واحد منهم: : ما فما كيف قحطان في الكرم والجود ولا كيف ولدو رب الفصاحة يعرب أما العرب المستعربة، ويتقال ليهم العدنانيين، وهوما من نسل إسماعيل بن إبراهيم عليهم السلام، اللي تزوج من رعلة الجرهمية، وتعلم من عندها العربية، فيسماوهم المستعربة؛ خاطر إسماعيل كان يهدر باللغة العبرانية (لغة ما بين النهرين)، وهوما أغلبية العرب اللي ساكنين فيوسط جزيرة العرب وبلاد الحجاز حتى لبادية الشام، وولى نسلهم من العرب، واندمجو فييهم، وولاو هاذا الكلمتين (القحطانيون والعدنانيون) كيعنيو عرب الجنوب وعرب الشمال.,رقدوا ||| غابوا ||| اختفاو وزال أثرهم ||| ماتوا,2,اختفاو وزال أثرهم
260,history::855,history,humanities/history,arabic_mmlu,وحدة من هاذي موشي من البنود متاع مشروع المملكة المتحدة بين الأردن وفلسطين,,المطالبة برجوع اللاجئين الفلسطينيين لبلادهم وتعويضهم ||| رئيس الدولة هو الملك ||| تكون عمان العاصمة المركزية متاع المملكة العربية المتحدة ||| تكون السلطة القضائية المركزية عند محكمة مركزية عليا,0,المطالبة برجوع اللاجئين الفلسطينيين لبلادهم وتعويضهم
261,driving_test::921,driving_test,professional/civic,arabic_mmlu,يحق لك كدرّاج باش تتجاوز الكرهبة اللي قدامك:,,من الجيهة اليسرى متاعها ||| من الجيهة اليمنى متاعها ||| من أي جيهة,0,من الجيهة اليسرى متاعها
262,professional_law::865,professional_law,professional/civic,mmlu,في عطلة الربيع، مدرسة داخلية خوات كي مشاو التلاميذ والأساتذة في العطلة. مرشد تربوي بقى في المدرسة خاطر كان يخدم على مشروع بحث. بعد ما خدم حتى الليل، قرر المرشد يدخل لبيت تلميذ من عائلة غنية برشا. كان المرشد يفتش في بيت التلميذ على حاجة غالية باش يسرقها. تحت السرير، لقى فاليزة غالية. حلّها ولقى فيها ظرف متاع البريد السريع. المرشد كان يعرف اللي بو التلميذ يبعثلو الفلوس في ظروف البريد السريع. حل المرشد الظرف وشاف فيه برشا بودرة بيضاء، وشك اللي هاذي هيروين. عيّط المرشد للبوليس، وجا بوليسي للمدرسة. عطاه المرشد الظرف وهزّو للمركز. في المركز، حل البوليسي الظرف وبعث عينة من البودرة للمخبر متاع البوليس. التحاليل أكدت اللي المادة هيروين. البوليس ما جابوش إذن تفتيش قبل ما يحجزوا ويحلوا الظرف. من بعد شدّوا التلميذ واتهموه بالحيازة غير القانونية لمادة خطيرة مراقبة. محامي التلميذ قدّم مطلب باش يتحيّد الهيروين من الأدلة. المطلب غالبا باش يكون:,,مقبول، خاطر يلزم البوليس يجيبوا إذن قبل ما يحجزوا الظرف. ||| مقبول، خاطر يلزم البوليس يجيبوا إذن قبل ما يحلوا الظرف. ||| مرفوض، خاطر التفتيش عملو شخص عادي موش البوليس. ||| مرفوض، خاطر المرشد، بصفتو موظف في المدرسة، كان نايب على الوالدين.,2,مرفوض، خاطر التفتيش عملو شخص عادي موش البوليس.
